ticker,type,strike,days_to_expire,position,volume,lastprice,updown,bprice,bamount,sprice,samount,spot_price,future_price
HO2609,C,2500,65,193,19,419.0,17.8,413.0,1,427.6,1,2967.07,2914.0
HO2609,C,2600,65,491,12,330.0,18.4,321.6,1,331.0,1,2967.07,2914.0
HO2609,C,2650,65,21,0,263.4,-5.6,278.4,1,291.2,1,2967.07,2914.0
HO2609,C,2700,65,432,10,243.6,16.0,238.4,1,250.0,1,2967.07,2914.0
HO2609,C,2750,65,73,1,208.0,14.8,199.2,1,211.0,1,2967.07,2914.0
HO2609,C,2800,65,8735,541,171.0,6.4,165.2,1,176.0,1,2967.07,2914.0
HO2609,C,2850,65,184,41,134.8,1.0,132.2,1,142.8,1,2967.07,2914.0
HO2609,C,2900,65,1596,357,110.2,6.4,106.0,1,113.2,1,2967.07,2914.0
HO2609,C,2950,65,440,106,86.8,4.8,86.0,1,88.8,1,2967.07,2914.0
HO2609,C,3000,65,2156,354,67.4,2.6,67.6,2,69.0,29,2967.07,2914.0
HO2609,C,3050,65,223,39,49.8,-0.8,50.0,1,52.8,4,2967.07,2914.0
HO2609,C,3100,65,1443,302,39.0,-0.2,38.0,4,41.0,2,2967.07,2914.0
HO2609,C,3150,65,577,18,30.0,0.0,28.6,2,31.6,1,2967.07,2914.0
HO2609,C,3200,65,1306,70,23.6,0.2,22.8,1,24.6,1,2967.07,2914.0
HO2609,C,3250,65,119,6,18.0,-0.8,18.2,2,19.4,3,2967.07,2914.0
HO2609,C,3300,65,744,18,15.0,0.2,14.4,4,15.4,1,2967.07,2914.0
HO2609,C,3350,65,49,2,12.4,0.4,11.6,1,13.0,4,2967.07,2914.0
HO2609,C,3400,65,1359,29,9.8,0.2,10.0,2,10.2,1,2967.07,2914.0
HO2609,C,3500,65,1880,97,7.8,0.2,7.8,7,8.0,1,2967.07,2914.0
HO2609,P,2500,65,1622,285,5.8,-1.4,6.0,3,6.2,4,2967.07,2914.0
HO2609,P,2600,65,1260,35,13.2,-2.8,13.2,2,14.0,1,2967.07,2914.0
HO2609,P,2650,65,291,13,19.2,-6.0,19.6,1,20.6,1,2967.07,2914.0
HO2609,P,2700,65,1002,97,27.8,-6.8,26.6,4,30.0,4,2967.07,2914.0
HO2609,P,2750,65,141,11,40.0,-7.8,37.8,2,41.0,1,2967.07,2914.0
HO2609,P,2800,65,3974,357,55.4,-8.8,53.6,1,55.4,1,2967.07,2914.0
HO2609,P,2850,65,351,91,70.2,-14.4,71.0,2,74.4,1,2967.07,2914.0
HO2609,P,2900,65,2097,352,93.8,-15.8,93.2,1,96.4,1,2967.07,2914.0
HO2609,P,2950,65,431,13,117.0,-18.8,119.2,1,124.4,1,2967.07,2914.0
HO2609,P,3000,65,753,19,149.0,-19.2,150.0,1,155.4,1,2967.07,2914.0
HO2609,P,3050,65,57,16,180.8,-22.8,178.8,1,190.0,2,2967.07,2914.0
HO2609,P,3100,65,375,4,219.6,-23.0,219.6,3,228.4,1,2967.07,2914.0
HO2609,P,3150,65,30,0,302.6,19.0,257.4,1,270.0,1,2967.07,2914.0
HO2609,P,3200,65,274,0,330.6,3.2,301.2,1,314.2,1,2967.07,2914.0
HO2609,P,3250,65,13,0,404.8,33.0,345.2,1,359.0,1,2967.07,2914.0
HO2609,P,3300,65,202,1,394.2,-23.8,391.2,1,405.4,1,2967.07,2914.0
HO2609,P,3350,65,20,7,446.0,-18.0,437.0,1,451.8,1,2967.07,2914.0
HO2609,P,3400,65,343,4,488.8,-33.2,484.8,1,500.0,1,2967.07,2914.0
HO2609,P,3500,65,538,0,632.6,13.6,582.0,1,598.6,1,2967.07,2914.0
