合约标的代码,合约标的名称,合约数量,总成交额,总成交量,认购成交量,认沽成交量,认沽/认购,未平仓合约总数,未平仓认购合约数,未平仓认沽合约数,交易日
510050,上证50ETF华夏,96,44282,1012749,616122,396627,64.37,1635910,1001559,634351,2026-07-15
510300,沪深300ETF华泰柏瑞,102,66989,982061,509344,472717,92.81,1277279,732146,545133,2026-07-15
510500,XD中证500ETF南方,186,277924,2166217,908084,1258133,138.55,1476169,788376,687793,2026-07-15
588000,科创50ETF华夏,184,230107,3863918,1647546,2216372,134.53,2830944,1408731,1422213,2026-07-15
588080,科创50ETF易方达,174,32994,671526,266539,404987,151.94,551779,264317,287462,2026-07-15
