ticker,type,strike,days_to_expire,position,volume,lastprice,updown,bprice,bamount,sprice,samount,spot_price
MO2609,C,6200,197,617,146,1789.0,122.2,1780.6,1,1841.8,1,8350.09
MO2609,C,6400,197,569,8,1606.8,116.4,1603.2,1,1665.6,1,8350.09
MO2609,C,6600,197,622,8,1434.2,106.6,1432.0,1,1498.2,1,8350.09
MO2609,C,6800,197,497,8,1293.0,153.6,1261.2,1,1334.4,1,8350.09
MO2609,C,7000,197,1214,178,1160.0,144.4,1122.8,1,1177.8,1,8350.09
MO2609,C,7200,197,667,94,1002.0,108.0,981.2,1,1021.4,1,8350.09
MO2609,C,7400,197,659,100,851.8,82.4,848.2,1,886.8,1,8350.09
MO2609,C,7600,197,878,189,747.6,90.6,724.2,1,750.0,1,8350.09
MO2609,C,7800,197,627,56,620.0,73.0,612.8,1,655.6,1,8350.09
MO2609,C,8000,197,840,71,536.2,69.6,526.4,1,549.0,1,8350.09
MO2609,C,8200,197,844,127,451.2,58.2,441.8,1,459.8,1,8350.09
MO2609,C,8400,197,1045,58,372.0,42.8,365.0,2,385.2,1,8350.09
MO2609,C,8600,197,1305,73,310.0,34.0,300.0,1,320.2,1,8350.09
MO2609,C,8800,197,563,29,252.6,26.0,250.0,2,254.2,2,8350.09
MO2609,C,9000,197,660,182,207.8,23.0,203.4,1,208.4,2,8350.09
MO2609,C,9200,197,563,59,171.4,18.4,165.6,2,177.8,1,8350.09
MO2609,C,9400,197,763,162,140.8,12.6,141.0,1,142.8,1,8350.09
MO2609,C,9600,197,275,321,117.6,11.0,117.6,16,123.0,2,8350.09
MO2609,P,6200,197,748,107,76.6,-9.6,74.4,2,76.6,1,8350.09
MO2609,P,6400,197,650,87,99.4,-12.8,97.2,1,99.2,1,8350.09
MO2609,P,6600,197,982,72,129.8,-16.0,125.0,1,131.4,1,8350.09
MO2609,P,6800,197,1043,140,164.6,-23.2,159.2,1,167.6,1,8350.09
MO2609,P,7000,197,906,89,207.0,-32.0,205.2,1,212.2,1,8350.09
MO2609,P,7200,197,1155,55,260.0,-41.6,254.6,2,267.2,1,8350.09
MO2609,P,7400,197,1587,95,327.8,-52.0,316.6,2,336.0,1,8350.09
MO2609,P,7600,197,1401,145,399.0,-65.2,399.0,1,410.0,1,8350.09
MO2609,P,7800,197,573,58,486.4,-81.0,478.8,1,494.8,1,8350.09
MO2609,P,8000,197,483,78,587.0,-80.6,566.4,2,608.2,1,8350.09
MO2609,P,8200,197,315,111,695.2,-95.6,677.0,1,720.2,2,8350.09
MO2609,P,8400,197,233,12,835.6,-86.8,800.8,1,843.4,2,8350.09
MO2609,P,8600,197,608,13,981.0,-79.8,936.0,2,976.4,1,8350.09
MO2609,P,8800,197,366,6,1121.0,-96.0,1076.2,1,1121.2,1,8350.09
MO2609,P,9000,197,245,7,1272.8,-104.8,1219.4,1,1279.4,1,8350.09
MO2609,P,9200,197,107,16,1435.0,-105.2,1374.6,1,1446.8,1,8350.09
MO2609,P,9400,197,153,11,1608.6,-102.4,1543.0,1,1616.0,1,8350.09
MO2609,P,9600,197,39,18,1739.8,-146.6,1715.0,1,1792.6,1,8350.09
