ticker,type,strike,days_to_expire,position,volume,lastprice,updown,bprice,bamount,sprice,samount,spot_price
IO2606,C,3400,101,176,6,1196.4,48.6,1194.6,1,1224.4,1,4674.756
IO2606,C,3500,101,109,6,1099.6,49.4,1097.0,1,1126.2,1,4674.756
IO2606,C,3600,101,120,15,1004.6,51.8,1000.0,2,1028.0,1,4674.756
IO2606,C,3700,101,106,26,908.0,51.2,903.4,1,930.6,1,4674.756
IO2606,C,3800,101,106,13,808.2,46.4,807.6,1,833.8,1,4674.756
IO2606,C,3900,101,145,23,719.8,51.2,713.6,1,729.0,1,4674.756
IO2606,C,4000,101,213,28,625.4,49.0,621.0,1,645.2,1,4674.756
IO2606,C,4100,101,134,37,536.4,50.8,530.6,1,553.2,2,4674.756
IO2606,C,4200,101,194,116,455.0,59.6,444.6,2,464.4,2,4674.756
IO2606,C,4300,101,271,67,368.0,50.6,371.4,1,379.8,1,4674.756
IO2606,C,4400,101,340,78,293.8,41.2,284.0,1,302.4,1,4674.756
IO2606,C,4500,101,1592,172,225.0,35.4,220.6,1,231.2,1,4674.756
IO2606,C,4600,101,2179,262,168.6,27.8,164.6,1,175.2,1,4674.756
IO2606,C,4700,101,3646,289,125.0,18.6,125.0,2,125.2,2,4674.756
IO2606,C,4800,101,2985,231,94.2,13.6,91.4,1,95.0,2,4674.756
IO2606,C,4900,101,2045,105,70.4,9.4,67.4,1,68.0,1,4674.756
IO2606,C,5000,101,3382,174,54.0,4.6,53.8,6,54.0,14,4674.756
IO2606,C,5200,101,4039,239,36.2,3.2,34.8,1,36.6,1,4674.756
IO2606,C,5400,101,6489,315,25.8,1.6,25.6,1,26.2,6,4674.756
IO2606,P,3400,101,1189,33,7.0,-1.8,6.8,3,7.0,1,4674.756
IO2606,P,3500,101,424,19,8.2,-2.2,8.0,6,8.4,1,4674.756
IO2606,P,3600,101,509,54,10.0,-2.4,9.8,2,10.0,1,4674.756
IO2606,P,3700,101,432,16,11.4,-4.4,12.4,1,12.6,1,4674.756
IO2606,P,3800,101,1004,16,14.6,-5.4,15.0,1,16.2,2,4674.756
IO2606,P,3900,101,503,61,20.2,-5.2,20.0,2,20.4,1,4674.756
IO2606,P,4000,101,969,116,26.8,-7.0,25.6,2,28.0,2,4674.756
IO2606,P,4100,101,598,43,34.6,-10.0,33.2,5,34.8,1,4674.756
IO2606,P,4200,101,1027,125,46.2,-13.2,44.8,1,46.6,1,4674.756
IO2606,P,4300,101,638,150,61.6,-19.8,58.2,2,63.4,1,4674.756
IO2606,P,4400,101,712,127,82.6,-29.4,81.2,1,86.0,1,4674.756
IO2606,P,4500,101,1412,195,115.2,-36.0,109.8,1,120.8,1,4674.756
IO2606,P,4600,101,1511,111,154.8,-45.6,152.2,1,154.8,1,4674.756
IO2606,P,4700,101,1734,58,213.0,-50.6,207.6,1,218.2,1,4674.756
IO2606,P,4800,101,1059,30,276.4,-61.4,271.8,1,290.4,1,4674.756
IO2606,P,4900,101,1088,33,360.8,-57.0,348.0,1,366.8,1,4674.756
IO2606,P,5000,101,775,26,445.6,-60.6,432.2,1,450.4,1,4674.756
IO2606,P,5200,101,387,19,634.6,-45.4,610.4,1,634.4,1,4674.756
IO2606,P,5400,101,168,24,818.6,-54.4,798.0,1,823.8,1,4674.756
