ticker,type,strike,days_to_expire,position,volume,lastprice,updown,bprice,bamount,sprice,samount,spot_price
IO2603,C,3200,10,137,35,1471.0,67.2,1452.0,1,1477.2,1,4674.756
IO2603,C,3300,10,126,27,1348.6,45.0,1352.6,1,1376.6,1,4674.756
IO2603,C,3400,10,165,33,1258.6,55.2,1253.2,1,1276.0,1,4674.756
IO2603,C,3500,10,176,33,1158.6,55.2,1154.0,1,1175.8,1,4674.756
IO2603,C,3600,10,197,37,1043.2,39.8,1054.6,1,1075.2,1,4674.756
IO2603,C,3700,10,143,33,947.8,44.4,955.0,1,974.2,1,4674.756
IO2603,C,3800,10,91,15,843.6,40.2,856.0,1,874.0,1,4674.756
IO2603,C,3900,10,166,17,761.0,57.6,756.8,1,773.4,1,4674.756
IO2603,C,4000,10,151,39,661.2,57.4,658.0,1,673.2,1,4674.756
IO2603,C,4100,10,182,43,559.0,54.8,558.8,1,572.8,1,4674.756
IO2603,C,4150,10,37,66,515.0,60.4,509.6,1,522.8,1,4674.756
IO2603,C,4200,10,409,41,467.8,62.4,462.6,1,471.6,1,4674.756
IO2603,C,4250,10,96,70,416.0,59.6,412.8,1,422.0,1,4674.756
IO2603,C,4300,10,575,165,367.0,61.6,362.0,1,372.8,1,4674.756
IO2603,C,4350,10,92,175,317.8,62.2,313.0,2,323.8,1,4674.756
IO2603,C,4400,10,1272,448,271.6,62.0,265.4,1,274.0,1,4674.756
IO2603,C,4450,10,440,432,221.8,56.8,218.8,2,224.2,1,4674.756
IO2603,C,4500,10,1390,1469,174.6,53.2,172.8,1,177.2,1,4674.756
IO2603,C,4550,10,988,1282,129.0,45.8,128.4,2,128.8,1,4674.756
IO2603,C,4600,10,5510,6703,87.6,35.4,87.6,7,88.2,2,4674.756
IO2603,C,4650,10,3897,7664,50.8,21.6,50.8,1,51.0,4,4674.756
IO2603,C,4700,10,11790,10079,26.2,10.6,26.2,5,26.4,18,4674.756
IO2603,C,4750,10,8209,3436,12.6,4.2,12.6,5,12.8,16,4674.756
IO2603,C,4800,10,9188,2686,7.0,1.8,7.0,11,7.2,11,4674.756
IO2603,C,4850,10,4401,1007,4.2,0.6,4.2,10,4.4,9,4674.756
IO2603,C,4900,10,4102,676,2.8,0.2,2.8,9,3.0,14,4674.756
IO2603,C,4950,10,1691,514,2.2,0.0,2.0,10,2.4,12,4674.756
IO2603,C,5000,10,4918,705,1.8,-0.4,1.8,4,2.0,9,4674.756
IO2603,C,5100,10,1513,152,1.4,-0.4,1.4,13,1.6,4,4674.756
IO2603,C,5200,10,3381,513,0.6,-0.6,0.4,95,0.6,63,4674.756
IO2603,C,5300,10,916,153,0.8,-0.4,0.8,28,1.0,29,4674.756
IO2603,C,5400,10,2534,385,0.8,-0.2,0.8,41,1.0,36,4674.756
IO2603,P,3200,10,787,32,0.6,-0.2,0.4,15,0.6,1,4674.756
IO2603,P,3300,10,462,10,0.6,-0.2,0.4,3,0.6,2,4674.756
IO2603,P,3400,10,342,18,0.6,-0.2,0.4,2,0.6,2,4674.756
IO2603,P,3500,10,401,9,0.6,-0.2,0.4,7,0.6,1,4674.756
IO2603,P,3600,10,817,73,0.6,-0.2,0.4,14,0.6,32,4674.756
IO2603,P,3700,10,373,63,0.8,0.0,0.4,42,0.8,12,4674.756
IO2603,P,3800,10,499,80,0.8,-0.4,0.6,4,0.8,11,4674.756
IO2603,P,3900,10,390,41,0.8,-0.6,0.6,5,0.8,2,4674.756
IO2603,P,4000,10,1123,260,1.0,-1.0,1.0,9,1.2,6,4674.756
IO2603,P,4100,10,398,135,1.4,-1.4,1.2,17,1.4,1,4674.756
IO2603,P,4150,10,387,184,1.6,-1.8,1.4,2,1.6,6,4674.756
IO2603,P,4200,10,1345,263,2.0,-2.6,2.0,1,2.2,7,4674.756
IO2603,P,4250,10,667,266,2.4,-3.2,2.2,10,2.4,1,4674.756
IO2603,P,4300,10,1408,1077,3.0,-4.4,2.8,8,3.0,1,4674.756
IO2603,P,4350,10,1354,643,3.6,-6.0,3.6,1,3.8,4,4674.756
IO2603,P,4400,10,2870,1811,5.2,-8.0,5.2,3,5.4,51,4674.756
IO2603,P,4450,10,1646,781,6.6,-11.0,6.4,8,6.6,35,4674.756
IO2603,P,4500,10,4032,3005,9.4,-15.4,9.4,2,9.6,49,4674.756
IO2603,P,4550,10,2631,2983,14.4,-21.6,14.4,4,14.6,9,4674.756
IO2603,P,4600,10,6158,5491,22.0,-32.6,21.6,2,22.0,3,4674.756
IO2603,P,4650,10,4459,5480,36.8,-44.2,36.6,4,37.0,2,4674.756
IO2603,P,4700,10,7943,4472,62.2,-54.0,62.0,7,62.2,1,4674.756
IO2603,P,4750,10,2875,837,97.4,-62.0,96.2,1,97.0,2,4674.756
IO2603,P,4800,10,1391,407,142.0,-65.8,139.0,1,144.0,1,4674.756
IO2603,P,4850,10,495,322,189.0,-67.0,187.0,5,191.8,2,4674.756
IO2603,P,4900,10,570,140,238.4,-62.4,235.0,1,240.0,3,4674.756
IO2603,P,4950,10,191,127,289.2,-60.0,281.6,2,292.4,2,4674.756
IO2603,P,5000,10,535,150,335.6,-62.6,331.0,1,341.2,1,4674.756
IO2603,P,5100,10,147,54,440.0,-65.4,430.8,1,440.4,1,4674.756
IO2603,P,5200,10,223,44,538.8,-58.2,528.6,1,542.2,1,4674.756
IO2603,P,5300,10,107,42,629.4,-67.4,627.8,1,642.8,1,4674.756
IO2603,P,5400,10,113,56,729.4,-70.6,727.0,1,743.2,1,4674.756
