合约标的代码,合约标的名称,成交量,认购成交量,认沽成交量,认沽/认购持仓比,未平仓合约总数,未平仓认购合约数,未平仓认沽合约数,交易日
159901,深证100ETF易方达,47519,15985,31534,183.11,108706,38397,70309,2026-03-10
159915,创业板ETF易方达,1517231,684412,832819,127.56,1347616,592190,755426,2026-03-10
159919,沪深300ETF嘉实,162884,55200,107684,88.25,248076,131778,116298,2026-03-10
159922,中证500ETF嘉实,288426,127604,160822,96.39,356220,181385,174835,2026-03-10
