ticker,type,strike,days_to_expire,position,volume,lastprice,updown,bprice,bamount,sprice,samount,spot_price
IO2604,C,4100,43,63,43,552.4,58.0,550.4,1,561.8,1,4674.756
IO2604,C,4150,43,50,32,508.6,61.0,502.6,1,519.8,1,4674.756
IO2604,C,4200,43,57,46,452.4,51.6,458.6,1,471.8,1,4674.756
IO2604,C,4250,43,26,27,406.4,51.2,411.0,1,424.4,1,4674.756
IO2604,C,4300,43,73,79,372.6,66.4,364.4,1,377.4,1,4674.756
IO2604,C,4350,43,69,37,322.8,58.0,318.2,1,331.6,2,4674.756
IO2604,C,4400,43,268,91,277.0,53.4,272.6,1,286.0,1,4674.756
IO2604,C,4450,43,222,191,236.2,55.6,231.6,1,238.4,1,4674.756
IO2604,C,4500,43,450,236,193.2,46.4,195.4,1,196.8,1,4674.756
IO2604,C,4550,43,230,177,154.4,41.4,150.6,1,156.8,1,4674.756
IO2604,C,4600,43,1234,698,121.0,34.2,120.2,2,121.0,1,4674.756
IO2604,C,4650,43,1145,505,88.8,25.0,88.2,1,88.8,3,4674.756
IO2604,C,4700,43,1875,1138,64.6,18.2,64.2,1,64.6,1,4674.756
IO2604,C,4750,43,1149,481,47.6,12.6,45.6,1,48.2,1,4674.756
IO2604,C,4800,43,2139,1221,34.2,8.0,34.4,3,34.8,1,4674.756
IO2604,C,4850,43,1217,343,25.0,5.0,24.2,1,25.0,1,4674.756
IO2604,C,4900,43,1511,446,18.6,3.0,18.0,1,18.6,35,4674.756
IO2604,C,4950,43,738,416,14.6,2.0,14.4,7,15.2,4,4674.756
IO2604,C,5000,43,1556,670,12.0,1.4,12.0,1,12.4,7,4674.756
IO2604,C,5100,43,678,241,8.0,0.2,7.8,9,8.2,2,4674.756
IO2604,C,5200,43,602,161,6.0,0.2,6.0,1,6.2,1,4674.756
IO2604,C,5300,43,2139,626,5.8,0.2,5.8,7,6.0,5,4674.756
IO2604,P,4100,43,653,514,9.8,-4.4,9.8,2,10.0,2,4674.756
IO2604,P,4150,43,238,178,11.0,-5.0,11.6,1,11.8,1,4674.756
IO2604,P,4200,43,714,242,13.2,-6.0,13.0,1,13.8,1,4674.756
IO2604,P,4250,43,415,177,15.6,-7.8,15.6,1,16.2,3,4674.756
IO2604,P,4300,43,794,452,18.6,-8.6,18.6,1,18.8,1,4674.756
IO2604,P,4350,43,594,299,22.6,-11.0,21.6,2,23.2,1,4674.756
IO2604,P,4400,43,860,464,27.8,-14.8,27.8,3,28.4,1,4674.756
IO2604,P,4450,43,583,139,33.0,-19.4,32.8,4,34.2,1,4674.756
IO2604,P,4500,43,1679,1102,43.0,-23.6,41.4,70,42.0,1,4674.756
IO2604,P,4550,43,387,238,54.2,-29.6,52.4,1,55.0,1,4674.756
IO2604,P,4600,43,1060,924,69.4,-36.8,65.8,1,68.6,1,4674.756
IO2604,P,4650,43,1367,840,87.8,-43.8,87.6,1,88.0,1,4674.756
IO2604,P,4700,43,1300,583,112.6,-55.6,110.8,1,112.6,3,4674.756
IO2604,P,4750,43,563,120,147.6,-53.6,142.4,1,149.2,1,4674.756
IO2604,P,4800,43,348,186,183.0,-62.8,179.6,1,186.0,1,4674.756
IO2604,P,4850,43,187,46,224.8,-66.6,220.0,1,226.0,1,4674.756
IO2604,P,4900,43,256,25,259.0,-71.6,260.4,1,271.2,1,4674.756
IO2604,P,4950,43,83,27,304.6,-74.2,304.8,1,318.4,1,4674.756
IO2604,P,5000,43,114,46,357.6,-69.0,352.2,1,365.2,1,4674.756
IO2604,P,5100,43,62,32,457.6,-65.4,448.0,1,461.2,1,4674.756
IO2604,P,5200,43,48,28,554.4,-64.8,552.0,1,562.6,1,4674.756
IO2604,P,5300,43,98,38,649.6,-69.4,642.0,1,662.2,1,4674.756
