ticker,type,strike,days_to_expire,position,volume,lastprice,updown,bprice,bamount,sprice,samount,spot_price
HO2606,C,2400,101,59,0,560.6,0.6,570.0,1,589.6,1,2981.835
HO2606,C,2450,101,47,2,534.6,22.2,521.8,1,540.8,1,2981.835
HO2606,C,2500,101,93,2,486.8,22.2,474.2,1,493.0,1,2981.835
HO2606,C,2600,101,66,0,335.0,-36.0,380.4,1,398.2,1,2981.835
HO2606,C,2700,101,76,9,299.4,16.2,291.0,1,307.4,1,2981.835
HO2606,C,2800,101,208,4,217.0,11.4,211.6,1,223.2,1,2981.835
HO2606,C,2900,101,517,16,150.0,10.0,148.0,1,155.0,3,2981.835
HO2606,C,3000,101,1517,93,100.0,5.6,97.8,1,102.2,2,2981.835
HO2606,C,3100,101,1238,44,64.0,4.8,60.6,1,63.8,1,2981.835
HO2606,C,3200,101,549,9,42.4,2.2,40.2,1,43.0,1,2981.835
HO2606,C,3300,101,1493,19,29.2,1.8,27.2,1,29.2,2,2981.835
HO2606,C,3400,101,982,40,20.0,1.2,20.0,1,20.6,2,2981.835
HO2606,C,3500,101,1433,78,15.6,1.0,15.2,1,15.8,3,2981.835
HO2606,P,2400,101,616,26,4.8,-0.8,5.2,1,5.6,7,2981.835
HO2606,P,2450,101,100,4,5.4,-1.0,6.0,1,6.4,2,2981.835
HO2606,P,2500,101,306,54,8.4,0.0,7.8,3,8.2,3,2981.835
HO2606,P,2600,101,272,4,13.2,-1.2,12.0,1,13.2,2,2981.835
HO2606,P,2700,101,305,11,20.8,-5.4,20.8,1,22.4,3,2981.835
HO2606,P,2800,101,328,4,40.0,-6.0,38.0,1,40.8,1,2981.835
HO2606,P,2900,101,525,7,71.2,-9.8,66.8,1,73.0,1,2981.835
HO2606,P,3000,101,760,59,120.0,-16.2,117.0,1,124.2,1,2981.835
HO2606,P,3100,101,475,17,182.4,-16.8,180.2,1,189.4,1,2981.835
HO2606,P,3200,101,335,6,263.2,-16.8,254.6,1,268.2,3,2981.835
HO2606,P,3300,101,295,0,403.0,35.4,340.6,1,357.4,1,2981.835
HO2606,P,3400,101,122,1,437.0,-20.6,430.2,1,448.0,1,2981.835
HO2606,P,3500,101,107,5,529.6,-22.6,524.4,1,543.2,1,2981.835
