合约标的代码,合约标的名称,成交量,认购成交量,认沽成交量,认沽/认购持仓比,未平仓合约总数,未平仓认购合约数,未平仓认沽合约数,交易日
159901,深证100ETF易方达,75401,17761,57640,96.7,53962,27433,26529,2026-06-29
159915,创业板ETF易方达,1970546,964261,1006285,118.63,1249159,571363,677796,2026-06-29
159919,沪深300ETF嘉实,205450,77672,127778,52.04,196932,129524,67408,2026-06-29
159922,中证500ETF嘉实,307794,105641,202153,68.37,207618,123310,84308,2026-06-29
