合约标的代码,合约标的名称,合约数量,总成交额,总成交量,认购成交量,认沽成交量,认沽/认购,未平仓合约总数,未平仓认购合约数,未平仓认沽合约数,交易日
510050,上证50ETF华夏,116,31080,710387,400963,309424,77.17,1271411,735929,535482,2026-04-30
510300,沪深300ETF华泰柏瑞,120,41312,636804,341450,295354,86.5,1141014,621535,519479,2026-04-30
510500,中证500ETF南方,132,142304,978210,519650,458560,88.24,1175564,556478,619086,2026-04-30
588000,科创50ETF华夏,116,143992,2717602,1520015,1197587,78.79,1822110,907392,914718,2026-04-30
588080,科创50ETF易方达,110,22372,458863,269404,189459,70.33,407162,207798,199364,2026-04-30
