合约标的代码,合约标的名称,成交量,认购成交量,认沽成交量,认沽/认购持仓比,未平仓合约总数,未平仓认购合约数,未平仓认沽合约数,交易日
159901,深证100ETF易方达,115679,19954,95725,102.4,51469,25429,26040,2026-06-26
159915,创业板ETF易方达,1890478,920978,969500,120.21,1173261,532803,640458,2026-06-26
159919,沪深300ETF嘉实,207748,96792,110956,50.43,193402,128570,64832,2026-06-26
159922,中证500ETF嘉实,280049,99715,180334,67.4,206558,123389,83169,2026-06-26
