合约标的代码,合约标的名称,合约数量,总成交额,总成交量,认购成交量,认沽成交量,认沽/认购,未平仓合约总数,未平仓认购合约数,未平仓认沽合约数,交易日
510050,上证50ETF华夏,96,19505,655898,393715,262183,66.59,1364643,836748,527895,2026-09-21
510300,沪深300ETF华泰柏瑞,104,36211,751889,409716,342173,83.51,1161470,640664,520806,2026-09-21
510500,中证500ETF南方,160,140276,1276569,675933,600636,88.86,1320407,699869,620538,2026-09-21
588000,科创50ETF华夏,170,88657,2196504,1275185,921319,72.25,2757363,1485919,1271444,2026-09-21
588080,科创50ETF易方达,164,9768,290371,160044,130327,81.43,574963,320176,254787,2026-09-21
