合约标的代码,合约标的名称,成交量,认购成交量,认沽成交量,认沽/认购持仓比,未平仓合约总数,未平仓认购合约数,未平仓认沽合约数,交易日
159901,深证100ETF易方达,81002,48436,32566,65.4,77186,46666,30520,2026-09-21
159915,创业板ETF易方达,1792414,1036633,755781,75.23,1635079,933127,701952,2026-09-21
159919,沪深300ETF嘉实,124872,76097,48775,50.42,208282,138471,69811,2026-09-21
159922,中证500ETF嘉实,241232,177323,63909,57.39,364564,231634,132930,2026-09-21
