合约标的代码,合约标的名称,合约数量,总成交额,总成交量,认购成交量,认沽成交量,认沽/认购,未平仓合约总数,未平仓认购合约数,未平仓认沽合约数,交易日
510050,上证50ETF华夏,92,30115,574856,334141,240715,72.04,1158564,678899,479665,2026-07-23
510300,沪深300ETF华泰柏瑞,100,52742,599110,317497,281613,88.7,1013940,561893,452047,2026-07-23
510500,中证500ETF南方,176,207858,1120492,551713,568779,103.09,1215152,595406,619746,2026-07-23
588000,科创50ETF华夏,170,209552,2100598,1023795,1076803,105.18,2078792,992299,1086493,2026-07-23
588080,科创50ETF易方达,162,19855,220769,108420,112349,103.62,407221,205019,202202,2026-07-23
