合约标的代码,合约标的名称,成交量,认购成交量,认沽成交量,认沽/认购持仓比,未平仓合约总数,未平仓认购合约数,未平仓认沽合约数,交易日
159901,深证100ETF易方达,70065,45054,25011,78.71,42165,23594,18571,2026-07-23
159915,创业板ETF易方达,2027506,1106122,921384,97.28,1386798,702970,683828,2026-07-23
159919,沪深300ETF嘉实,122930,77924,45006,60.28,188378,117531,70847,2026-07-23
159922,中证500ETF嘉实,175899,94820,81079,51.73,268282,176820,91462,2026-07-23
