合约标的代码,合约标的名称,成交量,认购成交量,认沽成交量,认沽/认购持仓比,未平仓合约总数,未平仓认购合约数,未平仓认沽合约数,交易日
159901,深证100ETF易方达,102386,17816,84570,83.52,64986,35410,29576,2026-05-28
159915,创业板ETF易方达,1945534,1080216,865318,131.41,1209661,522742,686919,2026-05-28
159919,沪深300ETF嘉实,195523,98256,97267,63.15,191796,117557,74239,2026-05-28
159922,中证500ETF嘉实,309676,113159,196517,61.96,277033,171045,105988,2026-05-28
