合约标的代码,合约标的名称,成交量,认购成交量,认沽成交量,认沽/认购持仓比,未平仓合约总数,未平仓认购合约数,未平仓认沽合约数,交易日
159901,深证100ETF易方达,41603,24781,16822,61.53,49760,30805,18955,2026-09-24
159915,创业板ETF易方达,1118868,619146,499722,75.12,1184450,676351,508099,2026-09-24
159919,沪深300ETF嘉实,80821,55838,24983,53.8,144594,94017,50577,2026-09-24
159922,中证500ETF嘉实,144755,97974,46781,49.82,253129,168950,84179,2026-09-24
