合约标的代码,合约标的名称,成交量,认购成交量,认沽成交量,认沽/认购持仓比,未平仓合约总数,未平仓认购合约数,未平仓认沽合约数,交易日
159901,深证100ETF易方达,73030,21286,51744,120.83,81585,36944,44641,2026-06-08
159915,创业板ETF易方达,2635647,1173427,1462220,112.07,1501666,708097,793569,2026-06-08
159919,沪深300ETF嘉实,177103,85346,91757,55.8,232704,149362,83342,2026-06-08
159922,中证500ETF嘉实,279643,129627,150016,58.64,342381,215823,126558,2026-06-08
