合约标的代码,合约标的名称,合约数量,总成交额,总成交量,认购成交量,认沽成交量,认沽/认购,未平仓合约总数,未平仓认购合约数,未平仓认沽合约数,交易日
510050,上证50ETF华夏,124,23715,785246,448817,336429,74.96,1379996,764349,615647,2026-04-20
510300,沪深300ETF华泰柏瑞,126,52150,998179,607064,391115,64.43,1226998,611103,615895,2026-04-20
510500,中证500ETF南方,138,177552,1701298,859717,841581,97.89,1334705,584367,750338,2026-04-20
588000,科创50ETF华夏,118,46471,1448455,807484,640971,79.38,1977394,1025409,951985,2026-04-20
588080,科创50ETF易方达,110,7375,303790,159178,144612,90.85,467403,252386,215017,2026-04-20
