合约标的代码,合约标的名称,成交量,认购成交量,认沽成交量,认沽/认购持仓比,未平仓合约总数,未平仓认购合约数,未平仓认沽合约数,交易日
159901,深证100ETF易方达,103089,23188,79901,86.64,76861,41182,35679,2026-05-14
159915,创业板ETF易方达,2533238,1477996,1055242,130.76,1738504,753393,985111,2026-05-14
159919,沪深300ETF嘉实,147474,88261,59213,71.25,213911,124908,89003,2026-05-14
159922,中证500ETF嘉实,318351,191295,127056,62.49,340193,209358,130835,2026-05-14
