合约标的代码,合约标的名称,成交量,认购成交量,认沽成交量,认沽/认购持仓比,未平仓合约总数,未平仓认购合约数,未平仓认沽合约数,交易日
159901,深证100ETF易方达,208124,47014,161110,69.63,83647,49312,34335,2026-05-19
159915,创业板ETF易方达,2408582,1256046,1152536,116.78,1738856,802137,936719,2026-05-19
159919,沪深300ETF嘉实,124425,59420,65005,66.41,211187,126907,84280,2026-05-19
159922,中证500ETF嘉实,341881,176823,165058,58.34,361469,228288,133181,2026-05-19
