合约标的代码,合约标的名称,合约数量,总成交额,总成交量,认购成交量,认沽成交量,认沽/认购,未平仓合约总数,未平仓认购合约数,未平仓认沽合约数,交易日
510050,上证50ETF华夏,94,25648,692734,425517,267217,62.8,1514374,926846,587528,2026-08-14
510300,沪深300ETF华泰柏瑞,104,35534,671917,413806,258111,62.37,1185330,677421,507909,2026-08-14
510500,中证500ETF南方,188,141778,1190207,638542,551665,86.39,1551808,753319,798489,2026-08-14
588000,科创50ETF华夏,188,107345,2281666,1080428,1201238,111.18,2899254,1510788,1388466,2026-08-14
588080,科创50ETF易方达,180,10051,248010,107643,140367,130.4,614125,312058,302067,2026-08-14
