合约标的代码,合约标的名称,成交量,认购成交量,认沽成交量,认沽/认购持仓比,未平仓合约总数,未平仓认购合约数,未平仓认沽合约数,交易日
159901,深证100ETF易方达,98800,87562,11238,55.61,68184,43817,24367,2026-08-14
159915,创业板ETF易方达,1574174,861398,712776,89.57,1883375,993511,889864,2026-08-14
159919,沪深300ETF嘉实,83675,49471,34204,50.57,235638,156501,79137,2026-08-14
159922,中证500ETF嘉实,146160,96426,49734,61.11,368532,228739,139793,2026-08-14
