合约标的代码,合约标的名称,成交量,认购成交量,认沽成交量,认沽/认购持仓比,未平仓合约总数,未平仓认购合约数,未平仓认沽合约数,交易日
159901,深证100ETF易方达,46733,27273,19460,53.45,59161,38555,20606,2026-09-02
159915,创业板ETF易方达,1538146,749104,789042,83.1,1545540,844076,701464,2026-09-02
159919,沪深300ETF嘉实,65633,38744,26889,48.12,187266,126431,60835,2026-09-02
159922,中证500ETF嘉实,185972,112428,73544,53.56,324502,211325,113177,2026-09-02
