合约标的代码,合约标的名称,合约数量,总成交额,总成交量,认购成交量,认沽成交量,认沽/认购,未平仓合约总数,未平仓认购合约数,未平仓认沽合约数,交易日
510050,上证50ETF华夏,92,15233,473386,284331,189055,66.49,1384821,846719,538102,2026-09-14
510300,沪深300ETF华泰柏瑞,98,36925,597439,331429,266010,80.26,1296247,681549,614698,2026-09-14
510500,中证500ETF南方,160,151095,1266016,640737,625279,97.59,1440822,715010,725812,2026-09-14
588000,科创50ETF华夏,166,64234,1553612,849533,704079,82.88,2790164,1490943,1299221,2026-09-14
588080,科创50ETF易方达,160,9464,245512,121977,123535,101.28,580031,326784,253247,2026-09-14
