合约标的代码,合约标的名称,成交量,认购成交量,认沽成交量,认沽/认购持仓比,未平仓合约总数,未平仓认购合约数,未平仓认沽合约数,交易日
159901,深证100ETF易方达,94047,52287,41760,57.71,72105,45721,26384,2026-09-14
159915,创业板ETF易方达,1378872,767360,611512,82.51,1745299,956270,789029,2026-09-14
159919,沪深300ETF嘉实,85743,64663,21080,54.83,209113,135056,74057,2026-09-14
159922,中证500ETF嘉实,271618,208486,63132,55.6,383063,246184,136879,2026-09-14
