合约标的代码,合约标的名称,成交量,认购成交量,认沽成交量,认沽/认购持仓比,未平仓合约总数,未平仓认购合约数,未平仓认沽合约数,交易日
159901,深证100ETF易方达,77413,25615,51798,120.91,82748,37457,45291,2026-06-18
159915,创业板ETF易方达,3113028,1680078,1432950,167.62,1669359,623788,1045571,2026-06-18
159919,沪深300ETF嘉实,160512,102248,58264,71.23,225523,131711,93812,2026-06-18
159922,中证500ETF嘉实,269888,157143,112745,88.81,309449,163894,145555,2026-06-18
