合约标的代码,合约标的名称,合约数量,总成交额,总成交量,认购成交量,认沽成交量,认沽/认购,未平仓合约总数,未平仓认购合约数,未平仓认沽合约数,交易日
510050,上证50ETF华夏,124,83651,1969171,1163092,806079,69.3,1768631,1097423,671208,2026-06-23
510300,沪深300ETF华泰柏瑞,132,119540,1776168,884294,891874,100.86,1220360,646528,573832,2026-06-23
510500,中证500ETF南方,142,263264,2219161,1034020,1185141,114.61,1287739,535977,751762,2026-06-23
588000,科创50ETF华夏,168,235138,3771767,1950123,1821644,93.41,2665684,996661,1669023,2026-06-23
588080,科创50ETF易方达,164,33786,679001,340131,338870,99.63,591626,234304,357322,2026-06-23
