合约标的代码,合约标的名称,成交量,认购成交量,认沽成交量,认沽/认购持仓比,未平仓合约总数,未平仓认购合约数,未平仓认沽合约数,交易日
159901,深证100ETF易方达,83022,33065,49957,137.04,105547,44528,61019,2026-03-16
159915,创业板ETF易方达,1875787,779179,1096608,131.48,1432375,618786,813589,2026-03-16
159919,沪深300ETF嘉实,181877,88376,93501,86.79,241937,129525,112412,2026-03-16
159922,中证500ETF嘉实,336431,149598,186833,83.99,378326,205622,172704,2026-03-16
