合约标的代码,合约标的名称,成交量,认购成交量,认沽成交量,认沽/认购持仓比,未平仓合约总数,未平仓认购合约数,未平仓认沽合约数,交易日
159901,深证100ETF易方达,30098,12003,18095,82.35,45367,24879,20488,2026-03-30
159915,创业板ETF易方达,1229505,558751,670754,97.68,1046030,529141,516889,2026-03-30
159919,沪深300ETF嘉实,147977,78100,69877,56.03,172300,110430,61870,2026-03-30
159922,中证500ETF嘉实,275944,147364,128580,70.3,299917,176112,123805,2026-03-30
