合约标的代码,合约标的名称,成交量,认购成交量,认沽成交量,认沽/认购持仓比,未平仓合约总数,未平仓认购合约数,未平仓认沽合约数,交易日
159901,深证100ETF易方达,87113,64775,22338,65.6,54279,32778,21501,2026-08-05
159915,创业板ETF易方达,2426884,1358573,1068311,78.6,1786576,1000324,786252,2026-08-05
159919,沪深300ETF嘉实,96246,62375,33871,50.33,235207,156460,78747,2026-08-05
159922,中证500ETF嘉实,250580,189198,61382,50.36,357311,237640,119671,2026-08-05
