合约标的代码,合约标的名称,合约数量,总成交额,总成交量,认购成交量,认沽成交量,认沽/认购,未平仓合约总数,未平仓认购合约数,未平仓认沽合约数,交易日
510050,上证50ETF华夏,94,28518,645803,400594,245209,61.21,1462152,896397,565755,2026-08-05
510300,沪深300ETF华泰柏瑞,104,65577,881575,526311,355264,67.5,1173476,678162,495314,2026-08-05
510500,中证500ETF南方,186,221810,1524122,921533,602589,65.39,1444482,728427,716055,2026-08-05
588000,科创50ETF华夏,188,188807,2725557,1536324,1189233,77.41,2740405,1450895,1289510,2026-08-05
588080,科创50ETF易方达,180,20509,334040,198824,135216,68.01,532990,294210,238780,2026-08-05
