合约标的代码,合约标的名称,合约数量,总成交额,总成交量,认购成交量,认沽成交量,认沽/认购,未平仓合约总数,未平仓认购合约数,未平仓认沽合约数,交易日
510050,上证50ETF华夏,122,21014,589358,317315,272043,85.73,1388811,814821,573990,2026-04-07
510300,沪深300ETF华泰柏瑞,120,37155,674481,359029,315452,87.86,1280369,762270,518099,2026-04-07
510500,中证500ETF南方,134,166526,1355516,618979,736537,118.99,1358040,710316,647724,2026-04-07
588000,科创50ETF华夏,114,28644,915818,516020,399798,77.48,1806991,1063662,743329,2026-04-07
588080,科创50ETF易方达,106,4327,215642,151559,64083,42.28,434458,263092,171366,2026-04-07
