合约标的代码,合约标的名称,成交量,认购成交量,认沽成交量,认沽/认购持仓比,未平仓合约总数,未平仓认购合约数,未平仓认沽合约数,交易日
159901,深证100ETF易方达,69317,34855,34462,64.1,75166,45805,29361,2026-09-22
159915,创业板ETF易方达,2002784,1213408,789376,76.96,1665854,941376,724478,2026-09-22
159919,沪深300ETF嘉实,127323,83047,44276,52.11,208501,137077,71424,2026-09-22
159922,中证500ETF嘉实,272942,205396,67546,57.75,364344,230963,133381,2026-09-22
