ticker,type,strike,days_to_expire,position,volume,lastprice,updown,bprice,bamount,sprice,samount,spot_price,future_price
MO2703,C,10000,178,1312,101,39.8,-1.4,40.4,1,42.2,1,7759.031,7388.4
MO2703,C,6200,178,82,3,1310.0,31.2,1283.0,1,1363.0,1,7759.031,7388.4
MO2703,C,6400,178,91,1,1170.0,26.6,1122.8,1,1202.2,1,7759.031,7388.4
MO2703,C,6600,178,570,34,1045.2,54.8,1000.0,2,1025.0,1,7759.031,7388.4
MO2703,C,6800,178,637,16,870.0,25.4,850.4,1,883.0,1,7759.031,7388.4
MO2703,C,7000,178,1178,56,730.0,3.2,719.8,1,753.0,1,7759.031,7388.4
MO2703,C,7200,178,720,90,638.0,22.0,612.4,1,625.0,2,7759.031,7388.4
MO2703,C,7400,178,1066,158,512.2,6.8,515.6,2,519.8,1,7759.031,7388.4
MO2703,C,7600,178,1394,197,422.0,11.0,415.6,1,429.8,6,7759.031,7388.4
MO2703,C,7800,178,1062,76,346.6,9.8,337.8,1,353.6,1,7759.031,7388.4
MO2703,C,8000,178,1062,118,278.8,2.0,275.0,2,284.0,1,7759.031,7388.4
MO2703,C,8200,178,1139,30,226.8,4.8,223.8,1,232.8,1,7759.031,7388.4
MO2703,C,8400,178,1000,36,181.6,1.2,180.2,1,190.0,1,7759.031,7388.4
MO2703,C,8600,178,1939,51,151.0,2.8,146.8,1,156.4,1,7759.031,7388.4
MO2703,C,8800,178,2777,61,123.0,1.6,119.8,1,129.6,1,7759.031,7388.4
MO2703,C,9000,178,2089,48,102.0,3.0,102.2,1,103.8,1,7759.031,7388.4
MO2703,C,9200,178,573,24,81.4,-0.8,80.6,1,84.4,1,7759.031,7388.4
MO2703,C,9400,178,280,59,70.2,1.0,67.4,1,72.4,1,7759.031,7388.4
MO2703,C,9600,178,350,15,58.0,0.2,56.0,1,59.2,1,7759.031,7388.4
MO2703,C,9800,178,396,115,48.4,-0.2,48.6,1,50.2,1,7759.031,7388.4
MO2703,P,10000,178,104,23,2595.0,-29.8,2519.8,1,2675.4,1,7759.031,7388.4
MO2703,P,6200,178,1031,198,122.2,-8.8,119.0,1,122.8,1,7759.031,7388.4
MO2703,P,6400,178,576,105,161.8,-5.2,155.0,1,165.8,1,7759.031,7388.4
MO2703,P,6600,178,1977,222,204.2,-9.2,200.0,1,210.6,2,7759.031,7388.4
MO2703,P,6800,178,913,77,262.0,-8.0,255.0,1,265.2,1,7759.031,7388.4
MO2703,P,7000,178,920,99,328.4,-13.4,317.2,1,336.0,1,7759.031,7388.4
MO2703,P,7200,178,1415,108,400.4,-23.0,397.4,1,413.0,1,7759.031,7388.4
MO2703,P,7400,178,1326,189,495.0,-21.8,500.0,1,509.0,2,7759.031,7388.4
MO2703,P,7600,178,681,110,605.6,-22.2,602.0,6,628.2,1,7759.031,7388.4
MO2703,P,7800,178,616,68,721.0,-34.6,709.8,1,748.8,1,7759.031,7388.4
MO2703,P,8000,178,697,48,828.2,-56.2,843.0,2,880.6,1,7759.031,7388.4
MO2703,P,8200,178,449,39,1006.0,-15.0,1000.0,2,1026.2,1,7759.031,7388.4
MO2703,P,8400,178,336,0,1199.6,14.6,1119.6,1,1199.4,1,7759.031,7388.4
MO2703,P,8600,178,387,13,1335.4,-15.0,1285.2,1,1365.0,1,7759.031,7388.4
MO2703,P,8800,178,306,4,1502.4,-37.0,1458.0,1,1535.0,1,7759.031,7388.4
MO2703,P,9000,178,104,2,1687.4,-11.4,1634.2,1,1708.8,1,7759.031,7388.4
MO2703,P,9200,178,23,0,2289.0,408.6,1815.2,1,1890.2,1,7759.031,7388.4
MO2703,P,9400,178,42,0,2145.4,80.8,2000.0,3,2067.8,1,7759.031,7388.4
MO2703,P,9600,178,48,3,2138.0,-113.2,2138.8,1,2295.4,1,7759.031,7388.4
MO2703,P,9800,178,70,12,2427.4,-11.8,2328.8,1,2485.4,1,7759.031,7388.4
