合约标的代码,合约标的名称,成交量,认购成交量,认沽成交量,认沽/认购持仓比,未平仓合约总数,未平仓认购合约数,未平仓认沽合约数,交易日
159901,深证100ETF易方达,56813,47723,9090,63.64,60326,36865,23461,2026-08-11
159915,创业板ETF易方达,1701132,951960,749172,82.52,1891156,1036123,855033,2026-08-11
159919,沪深300ETF嘉实,56096,34522,21574,50.95,234603,155417,79186,2026-08-11
159922,中证500ETF嘉实,171440,109731,61709,55.1,370153,238652,131501,2026-08-11
