ticker,type,strike,days_to_expire,position,volume,lastprice,updown,bprice,bamount,sprice,samount,spot_price
HO2609,C,2600,201,231,0,380.0,7.2,369.8,1,389.2,1,2992.702
HO2609,C,2700,201,123,1,308.4,10.0,292.0,1,304.2,1,2992.702
HO2609,C,2800,201,227,3,239.8,3.0,231.2,1,243.4,1,2992.702
HO2609,C,2900,201,578,13,188.4,2.0,190.0,2,190.6,1,2992.702
HO2609,C,3000,201,325,16,138.8,0.2,134.2,1,138.2,1,2992.702
HO2609,C,3100,201,331,19,106.0,-1.4,103.0,1,107.2,1,2992.702
HO2609,C,3200,201,257,0,80.2,-2.0,76.6,1,81.0,1,2992.702
HO2609,C,3300,201,328,11,62.8,1.0,57.2,2,63.8,1,2992.702
HO2609,C,3400,201,944,35,46.6,-2.0,46.6,7,47.6,2,2992.702
HO2609,C,3500,201,524,48,36.0,-1.4,36.0,10,37.6,1,2992.702
HO2609,P,2600,201,509,26,30.0,-3.8,29.2,1,32.2,1,2992.702
HO2609,P,2700,201,339,12,55.4,-2.4,52.4,1,54.6,1,2992.702
HO2609,P,2800,201,174,2,88.4,-4.8,84.8,1,91.0,2,2992.702
HO2609,P,2900,201,162,14,134.4,-5.0,131.8,2,138.8,1,2992.702
HO2609,P,3000,201,159,6,185.4,-10.0,182.0,1,193.8,2,2992.702
HO2609,P,3100,201,192,4,246.2,-15.2,248.6,1,258.8,1,2992.702
HO2609,P,3200,201,190,2,333.2,-1.6,315.6,1,335.8,1,2992.702
HO2609,P,3300,201,216,3,401.8,-12.4,395.4,1,415.6,2,2992.702
HO2609,P,3400,201,253,5,483.0,-16.0,479.6,1,499.8,1,2992.702
HO2609,P,3500,201,219,0,587.4,0.0,561.4,1,591.6,1,2992.702
