日期,合约交易代码,当前价,涨跌幅,前结价,行权价,数量
20260306162909,588000C2603M00850,0.638,0.95,0.632,0.85,42
20260306162909,588000C2603M00900,0.5769,0.0,0.582,0.9,42
20260306162909,588000C2603M00950,0.5386,1.24,0.532,0.95,42
20260306162909,588000C2603M01000,0.4916,1.99,0.482,1.0,42
20260306162909,588000C2603M01050,0.4419,2.29,0.432,1.05,42
20260306162909,588000C2603M01100,0.3846,0.68,0.382,1.1,42
20260306162909,588000C2603M01150,0.339,2.11,0.332,1.15,42
20260306162909,588000C2603M01200,0.285,1.06,0.282,1.2,42
20260306162909,588000C2603M01250,0.2428,4.66,0.232,1.25,42
20260306162909,588000P2603M00850,0.0002,-33.33,0.0003,0.85,42
20260306162909,588000P2603M00900,0.0002,-50.0,0.0004,0.9,42
20260306162909,588000P2603M00950,0.0003,-40.0,0.0005,0.95,42
20260306162909,588000P2603M01000,0.0003,-40.0,0.0005,1.0,42
20260306162909,588000P2603M01050,0.0003,-50.0,0.0006,1.05,42
20260306162909,588000P2603M01100,0.0005,-37.5,0.0008,1.1,42
20260306162909,588000P2603M01150,0.0006,-33.33,0.0009,1.15,42
20260306162909,588000P2603M01200,0.0008,-33.33,0.0012,1.2,42
20260306162909,588000P2603M01250,0.001,-41.18,0.0017,1.25,42
20260306162909,588000C2603M01300,0.192,4.75,0.1833,1.3,42
20260306162909,588000P2603M01300,0.002,-33.33,0.003,1.3,42
20260306162909,588000C2603M01350,0.1428,3.03,0.1386,1.35,42
20260306162909,588000P2603M01350,0.0031,-39.22,0.0051,1.35,42
20260306162909,588000C2603M01400,0.097,6.59,0.091,1.4,42
20260306162909,588000P2603M01400,0.007,-37.5,0.0112,1.4,42
20260306162909,588000C2603M01450,0.0565,7.21,0.0527,1.45,42
20260306162909,588000C2603M01500,0.0276,5.75,0.0261,1.5,42
20260306162909,588000P2603M01450,0.017,-24.78,0.0226,1.45,42
20260306162909,588000P2603M01500,0.0367,-19.16,0.0454,1.5,42
20260306162909,588000C2603M01550,0.0108,-10.74,0.0121,1.55,42
20260306162909,588000P2603M01550,0.0708,-12.16,0.0806,1.55,42
20260306162909,588000C2603M01600,0.0039,-18.75,0.0048,1.6,42
20260306162909,588000C2603M01650,0.0018,-14.29,0.0021,1.65,42
20260306162909,588000P2603M01600,0.1125,-9.42,0.1242,1.6,42
20260306162909,588000P2603M01650,0.1629,-5.18,0.1718,1.65,42
20260306162909,588000C2603M01700,0.0014,0.0,0.0014,1.7,42
20260306162909,588000P2603M01700,0.2121,-3.24,0.2192,1.7,42
20260306162909,588000C2603M01750,0.0007,0.0,0.0007,1.75,42
20260306162909,588000P2603M01750,0.2638,-3.16,0.2724,1.75,42
20260306162909,588000C2603M01800,0.0006,-14.29,0.0007,1.8,42
20260306162909,588000P2603M01800,0.3136,-2.73,0.3224,1.8,42
20260306162909,588000C2603M01850,0.0003,-50.0,0.0006,1.85,42
20260306162909,588000P2603M01850,0.3631,-1.73,0.3695,1.85,42
