OptionSymbol,UnderlyingTicker,Close,Date
沪深300股指期权,000300.SS,4660.43896484375,20260306
中证1000股指期权,000852.SS,8248.8564453125,20260306
上证50股指期权,000016.SS,2992.7021484375,20260306
