合约标的代码,合约标的名称,合约数量,总成交额,总成交量,认购成交量,认沽成交量,认沽/认购,未平仓合约总数,未平仓认购合约数,未平仓认沽合约数,交易日
510050,上证50ETF华夏,92,36558,683147,385818,297329,77.06,1204577,712920,491657,2026-07-24
510300,沪深300ETF华泰柏瑞,100,64229,749542,396210,353332,89.18,1054167,594296,459871,2026-07-24
510500,中证500ETF南方,176,242420,1318286,580774,737512,126.99,1239845,615389,624456,2026-07-24
588000,科创50ETF华夏,172,182269,1970060,1030621,939439,91.15,2147617,1030517,1117100,2026-07-24
588080,科创50ETF易方达,164,17061,201691,98166,103525,105.46,408810,209084,199726,2026-07-24
