ticker,type,strike,days_to_expire,position,volume,lastprice,updown,bprice,bamount,sprice,samount,spot_price,future_price
MO2609,C,10000,30,3029,418,2.2,-0.4,2.0,9,2.2,3,7517.769,7470.0
MO2609,C,6200,30,562,38,1336.6,-279.4,1260.0,1,1315.4,1,7517.769,7470.0
MO2609,C,6300,30,36,2,1218.4,-299.0,1163.6,1,1218.2,1,7517.769,7470.0
MO2609,C,6400,30,192,10,1140.0,-280.2,1076.8,1,1121.8,1,7517.769,7470.0
MO2609,C,6500,30,97,29,1000.8,-321.4,1000.0,2,1021.8,1,7517.769,7470.0
MO2609,C,6600,30,571,60,913.4,-313.0,899.0,1,929.0,1,7517.769,7470.0
MO2609,C,6700,30,200,28,828.6,-299.6,808.8,1,838.8,1,7517.769,7470.0
MO2609,C,6800,30,874,220,732.8,-305.8,721.6,1,751.6,1,7517.769,7470.0
MO2609,C,6900,30,343,189,650.6,-292.8,637.2,1,667.2,1,7517.769,7470.0
MO2609,C,7000,30,1847,442,566.2,-288.8,572.8,1,586.8,1,7517.769,7470.0
MO2609,C,7100,30,512,273,493.0,-266.8,488.2,1,492.8,1,7517.769,7470.0
MO2609,C,7200,30,2508,895,425.2,-252.8,425.0,2,432.8,1,7517.769,7470.0
MO2609,C,7300,30,1023,963,358.4,-236.2,361.0,1,364.0,1,7517.769,7470.0
MO2609,C,7400,30,2100,1627,304.0,-208.4,304.0,2,304.2,3,7517.769,7470.0
MO2609,C,7500,30,2688,4517,248.2,-190.6,248.0,1,250.2,1,7517.769,7470.0
MO2609,C,7600,30,5371,6966,199.2,-168.8,198.8,1,199.2,3,7517.769,7470.0
MO2609,C,7700,30,4115,7187,160.6,-142.6,160.4,14,160.6,7,7517.769,7470.0
MO2609,C,7800,30,7245,9439,128.0,-117.4,128.0,9,128.2,16,7517.769,7470.0
MO2609,C,7900,30,4263,6795,98.8,-96.2,96.6,1,98.8,2,7517.769,7470.0
MO2609,C,8000,30,16724,16671,77.8,-76.0,77.8,16,78.0,8,7517.769,7470.0
MO2609,C,8100,30,3113,4411,57.0,-61.0,55.4,1,57.2,1,7517.769,7470.0
MO2609,C,8200,30,5402,6149,44.0,-46.4,44.0,1,45.4,1,7517.769,7470.0
MO2609,C,8300,30,2565,3624,33.2,-33.0,33.2,58,34.4,3,7517.769,7470.0
MO2609,C,8400,30,6587,4259,23.8,-25.6,23.8,1,24.4,1,7517.769,7470.0
MO2609,C,8500,30,3237,2246,19.0,-15.8,19.0,7,19.4,2,7517.769,7470.0
MO2609,C,8600,30,6593,2613,14.2,-13.0,14.0,12,14.2,3,7517.769,7470.0
MO2609,C,8700,30,2342,1461,11.2,-8.8,11.0,1,11.2,4,7517.769,7470.0
MO2609,C,8800,30,4060,1534,8.4,-5.8,8.4,2,8.6,2,7517.769,7470.0
MO2609,C,8900,30,1199,1031,6.6,-5.0,6.4,1,6.6,3,7517.769,7470.0
MO2609,C,9000,30,5123,1627,6.4,-3.8,5.8,13,6.4,6,7517.769,7470.0
MO2609,C,9100,30,678,446,4.6,-2.8,4.4,3,4.8,2,7517.769,7470.0
MO2609,C,9200,30,1306,790,4.0,-2.2,3.8,3,4.2,5,7517.769,7470.0
MO2609,C,9300,30,753,388,3.4,-1.6,3.2,1,3.6,5,7517.769,7470.0
