合约标的代码,合约标的名称,合约数量,总成交额,总成交量,认购成交量,认沽成交量,认沽/认购,未平仓合约总数,未平仓认购合约数,未平仓认沽合约数,交易日
510050,上证50ETF华夏,92,20920,520287,266066,254221,95.55,1175167,696524,478643,2026-09-03
510300,沪深300ETF华泰柏瑞,98,32955,571773,329225,242548,73.67,1121971,629439,492532,2026-09-03
510500,中证500ETF南方,158,188008,1343354,675186,668168,98.96,1371167,684128,687039,2026-09-03
588000,科创50ETF华夏,164,84198,1666981,848191,818790,96.53,2479696,1238404,1241292,2026-09-03
588080,科创50ETF易方达,158,9004,179172,84466,94706,112.12,501610,260697,240913,2026-09-03
