合约标的代码,合约标的名称,成交量,认购成交量,认沽成交量,认沽/认购持仓比,未平仓合约总数,未平仓认购合约数,未平仓认沽合约数,交易日
159901,深证100ETF易方达,46267,28102,18165,56.05,62811,40251,22560,2026-09-03
159915,创业板ETF易方达,1409966,769969,639997,83.3,1609355,877980,731375,2026-09-03
159919,沪深300ETF嘉实,63101,37480,25621,48.7,188311,126635,61676,2026-09-03
159922,中证500ETF嘉实,175263,120968,54295,53.78,335580,218217,117363,2026-09-03
