合约标的代码,合约标的名称,成交量,认购成交量,认沽成交量,认沽/认购持仓比,未平仓合约总数,未平仓认购合约数,未平仓认沽合约数,交易日
159901,深证100ETF易方达,178038,31532,146506,114.99,37972,17662,20310,2026-07-22
159915,创业板ETF易方达,2799592,1387465,1412127,103.75,1325522,650570,674952,2026-07-22
159919,沪深300ETF嘉实,183584,109007,74577,64.64,187290,113756,73534,2026-07-22
159922,中证500ETF嘉实,429678,289247,140431,60.61,268036,166891,101145,2026-07-22
