合约标的代码,合约标的名称,合约数量,总成交额,总成交量,认购成交量,认沽成交量,认沽/认购,未平仓合约总数,未平仓认购合约数,未平仓认沽合约数,交易日
510050,上证50ETF华夏,98,61459,1485364,829189,656175,79.13,1090223,632473,457750,2026-07-22
510300,沪深300ETF华泰柏瑞,108,90480,1312995,750571,562424,74.93,969535,531479,438056,2026-07-22
510500,中证500ETF南方,210,283756,1948691,1041728,906963,87.06,1139663,547759,591904,2026-07-22
588000,科创50ETF华夏,196,257459,3818189,2004098,1814091,90.52,1871399,861511,1009888,2026-07-22
588080,科创50ETF易方达,186,30448,616980,317368,299612,94.41,372270,177177,195093,2026-07-22
