合约标的代码,合约标的名称,成交量,认购成交量,认沽成交量,认沽/认购持仓比,未平仓合约总数,未平仓认购合约数,未平仓认沽合约数,交易日
159901,深证100ETF易方达,64065,21674,42391,94.06,48834,25164,23670,2026-06-24
159915,创业板ETF易方达,2279074,1285065,994009,114.26,1030263,480851,549412,2026-06-24
159919,沪深300ETF嘉实,156694,97071,59623,52.83,173996,113849,60147,2026-06-24
159922,中证500ETF嘉实,229325,122958,106367,70.59,193394,113370,80024,2026-06-24
