合约标的代码,合约标的名称,合约数量,总成交额,总成交量,认购成交量,认沽成交量,认沽/认购,未平仓合约总数,未平仓认购合约数,未平仓认沽合约数,交易日
510050,上证50ETF华夏,124,58700,1290651,784323,506328,64.56,1214774,734810,479964,2026-06-24
510300,沪深300ETF华泰柏瑞,132,81514,1269200,664269,604931,91.07,882490,477866,404624,2026-06-24
510500,中证500ETF南方,142,231807,1723867,867756,856111,98.66,904116,381340,522776,2026-06-24
588000,科创50ETF华夏,168,247459,3484419,1928635,1555784,80.67,1729047,725954,1003093,2026-06-24
588080,科创50ETF易方达,164,35532,577448,310970,266478,85.69,347385,145228,202157,2026-06-24
