交易所名称,合约名称,合约代码,现价,涨停板,跌停板,保证金-买开,保证金-卖开,保证金-每手,手续费标准-开仓-万分之,手续费标准-开仓-元,手续费标准-平昨-万分之,手续费标准-平昨-元,手续费标准-平今-万分之,手续费标准-平今-元,每跳毛利,手续费,每跳净利,备注,手续费更新时间,价格更新时间
上海期货交易所,线材2608,wr2608,3380.0,3650.0,3109.0,10.0,10.0,3380.0,4e-05,0.4/万分之 (1.4元),4e-05,0.4/万分之 (1.4元),0.0,0/万分之 (0元),10,1.4,8.6,,2026-03-16 22:35:16.562,2026-03-16 22:35:25.654
上海期货交易所,线材2609,wr2609,3418.0,3691.0,3144.0,10.0,10.0,3418.0,4e-05,0.4/万分之 (1.4元),4e-05,0.4/万分之 (1.4元),0.0,0/万分之 (0元),10,1.4,8.6,,2026-03-16 22:35:16.562,2026-03-16 22:35:25.654
上海期货交易所,线材2610,wr2610,3439.0,3714.0,3163.0,10.0,10.0,3439.0,4e-05,0.4/万分之 (1.4元),4e-05,0.4/万分之 (1.4元),0.0,0/万分之 (0元),10,1.4,8.6,,2026-03-16 22:35:16.562,2026-03-16 22:35:25.654
上海期货交易所,线材2611,wr2611,3399.0,3670.0,3127.0,10.0,10.0,3399.0,4e-05,0.4/万分之 (1.4元),4e-05,0.4/万分之 (1.4元),0.0,0/万分之 (0元),10,1.4,8.6,,2026-03-16 22:35:16.562,2026-03-16 22:35:25.654
上海期货交易所,线材2612,wr2612,3421.0,3694.0,3147.0,10.0,10.0,3421.0,4e-05,0.4/万分之 (1.4元),4e-05,0.4/万分之 (1.4元),0.0,0/万分之 (0元),10,1.4,8.6,,2026-03-16 22:35:16.562,2026-03-16 22:35:25.654
上海期货交易所,线材2701,wr2701,3475.0,3753.0,3197.0,10.0,10.0,3475.0,4e-05,0.4/万分之 (1.4元),4e-05,0.4/万分之 (1.4元),0.0,0/万分之 (0元),10,1.4,8.6,,2026-03-16 22:35:16.562,2026-03-16 22:35:25.654
上海期货交易所,线材2702,wr2702,3380.0,3650.0,3109.0,10.0,10.0,3380.0,4e-05,0.4/万分之 (1.4元),4e-05,0.4/万分之 (1.4元),0.0,0/万分之 (0元),10,1.4,8.6,,2026-03-16 22:35:16.562,2026-03-16 22:35:25.654
上海期货交易所,不锈钢2603,ss2603,13800.0,14900.0,12695.0,20.0,20.0,13800.0,,2,,2,,0,25,2.0,23.0,,2026-03-16 22:35:16.562,2026-03-16 22:35:25.654
上海期货交易所,不锈钢2604,ss2604,14045.0,15165.0,12920.0,10.0,10.0,7022.5,,2,,2,,0,25,2.0,23.0,,2026-03-16 22:35:16.562,2026-03-16 22:35:25.654
上海期货交易所,不锈钢2605,ss2605,14125.0,15255.0,12995.0,10.0,10.0,7062.5,,2,,2,,0,25,2.0,23.0,主力合约,2026-03-16 22:35:16.562,2026-03-16 22:35:25.654
上海期货交易所,不锈钢2606,ss2606,14075.0,15200.0,12945.0,10.0,10.0,7037.5,,2,,2,,0,25,2.0,23.0,,2026-03-16 22:35:16.562,2026-03-16 22:35:25.654
上海期货交易所,不锈钢2607,ss2607,14045.0,15165.0,12920.0,10.0,10.0,7022.5,,2,,2,,0,25,2.0,23.0,,2026-03-16 22:35:16.562,2026-03-16 22:35:25.654
上海期货交易所,不锈钢2608,ss2608,14100.0,15225.0,12970.0,10.0,10.0,7050.0,,2,,2,,0,25,2.0,23.0,,2026-03-16 22:35:16.562,2026-03-16 22:35:25.654
上海期货交易所,不锈钢2609,ss2609,14110.0,15235.0,12980.0,10.0,10.0,7055.0,,2,,2,,0,25,2.0,23.0,,2026-03-16 22:35:16.562,2026-03-16 22:35:25.654
上海期货交易所,不锈钢2610,ss2610,14090.0,15215.0,12960.0,10.0,10.0,7045.0,,2,,2,,0,25,2.0,23.0,,2026-03-16 22:35:16.562,2026-03-16 22:35:25.654
上海期货交易所,不锈钢2611,ss2611,14205.0,15340.0,13065.0,10.0,10.0,7102.5,,2,,2,,0,25,2.0,23.0,,2026-03-16 22:35:16.562,2026-03-16 22:35:25.654
上海期货交易所,不锈钢2612,ss2612,14290.0,15430.0,13145.0,10.0,10.0,7145.0,,2,,2,,0,25,2.0,23.0,,2026-03-16 22:35:16.562,2026-03-16 22:35:25.654
上海期货交易所,不锈钢2701,ss2701,14300.0,15440.0,13155.0,10.0,10.0,7150.0,,2,,2,,0,25,2.0,23.0,,2026-03-16 22:35:16.562,2026-03-16 22:35:25.654
上海期货交易所,不锈钢2702,ss2702,14400.0,15550.0,13245.0,10.0,10.0,7200.0,,2,,2,,0,25,2.0,23.0,,2026-03-16 22:35:16.562,2026-03-16 22:35:25.654
上海期货交易所,铸造铝2603,ad2603,23755.0,25655.0,21850.0,20.0,20.0,47510.0,5e-05,0.5/万分之 (11.9元),5e-05,0.5/万分之 (11.9元),0.0,0/万分之 (0元),50,11.9,38.1,,2026-03-16 22:35:16.562,2026-03-16 22:35:25.654
上海期货交易所,铸造铝2604,ad2604,23715.0,25610.0,21815.0,10.0,10.0,23715.0,5e-05,0.5/万分之 (11.9元),5e-05,0.5/万分之 (11.9元),0.0,0/万分之 (0元),50,11.9,38.1,主力合约,2026-03-16 22:35:16.562,2026-03-16 22:35:25.654
上海期货交易所,铸造铝2605,ad2605,23770.0,25670.0,21865.0,10.0,10.0,23770.0,5e-05,0.5/万分之 (11.9元),5e-05,0.5/万分之 (11.9元),0.0,0/万分之 (0元),50,11.9,38.1,,2026-03-16 22:35:16.562,2026-03-16 22:35:25.654
上海期货交易所,铸造铝2606,ad2606,23800.0,25700.0,21895.0,10.0,10.0,23800.0,5e-05,0.5/万分之 (11.9元),5e-05,0.5/万分之 (11.9元),0.0,0/万分之 (0元),50,11.9,38.1,,2026-03-16 22:35:16.562,2026-03-16 22:35:25.654
上海期货交易所,铸造铝2607,ad2607,23805.0,25705.0,21900.0,10.0,10.0,23805.0,5e-05,0.5/万分之 (11.9元),5e-05,0.5/万分之 (11.9元),0.0,0/万分之 (0元),50,11.9,38.1,,2026-03-16 22:35:16.562,2026-03-16 22:35:25.654
上海期货交易所,铸造铝2608,ad2608,23760.0,25660.0,21855.0,10.0,10.0,23760.0,5e-05,0.5/万分之 (11.9元),5e-05,0.5/万分之 (11.9元),0.0,0/万分之 (0元),50,11.9,38.1,,2026-03-16 22:35:16.562,2026-03-16 22:35:25.654
上海期货交易所,铸造铝2609,ad2609,23745.0,25640.0,21845.0,10.0,10.0,23745.0,5e-05,0.5/万分之 (11.9元),5e-05,0.5/万分之 (11.9元),0.0,0/万分之 (0元),50,11.9,38.1,,2026-03-16 22:35:16.562,2026-03-16 22:35:25.654
上海期货交易所,铸造铝2610,ad2610,23945.0,25860.0,22025.0,10.0,10.0,23945.0,5e-05,0.5/万分之 (12元),5e-05,0.5/万分之 (12元),0.0,0/万分之 (0元),50,12.0,38.0,,2026-03-16 22:35:16.562,2026-03-16 22:35:25.654
上海期货交易所,铸造铝2611,ad2611,23870.0,25775.0,21960.0,10.0,10.0,23870.0,5e-05,0.5/万分之 (11.9元),5e-05,0.5/万分之 (11.9元),0.0,0/万分之 (0元),50,11.9,38.1,,2026-03-16 22:35:16.562,2026-03-16 22:35:25.654
上海期货交易所,铸造铝2612,ad2612,24165.0,26095.0,22230.0,10.0,10.0,24165.0,5e-05,0.5/万分之 (12.1元),5e-05,0.5/万分之 (12.1元),0.0,0/万分之 (0元),50,12.1,37.9,,2026-03-16 22:35:16.562,2026-03-16 22:35:25.654
上海期货交易所,铸造铝2701,ad2701,24250.0,26190.0,22310.0,10.0,10.0,24250.0,5e-05,0.5/万分之 (12.1元),5e-05,0.5/万分之 (12.1元),0.0,0/万分之 (0元),50,12.1,37.9,,2026-03-16 22:35:16.562,2026-03-16 22:35:25.654
上海期货交易所,铸造铝2702,ad2702,24065.0,25990.0,22135.0,10.0,10.0,24065.0,5e-05,0.5/万分之 (12元),5e-05,0.5/万分之 (12元),0.0,0/万分之 (0元),50,12.0,38.0,,2026-03-16 22:35:16.562,2026-03-16 22:35:25.654
上海期货交易所,螺纹钢2603,rb2603,3155.0,3375.0,2934.0,20.0,20.0,6310.0,0.0001,1/万分之 (3.2元),0.0001,1/万分之 (3.2元),0.0001,1/万分之 (3.2元),10,6.3,3.7,,2026-03-16 22:35:16.562,2026-03-16 22:35:25.654
上海期货交易所,螺纹钢2604,rb2604,3138.0,3357.0,2918.0,10.0,10.0,3138.0,0.0001,1/万分之 (3.1元),0.0001,1/万分之 (3.1元),0.0001,1/万分之 (3.1元),10,6.3,3.7,,2026-03-16 22:35:16.562,2026-03-16 22:35:25.654
上海期货交易所,螺纹钢2605,rb2605,3135.0,3354.0,2915.0,9.0,9.0,2821.5,0.0001,1/万分之 (3.1元),0.0001,1/万分之 (3.1元),0.0001,1/万分之 (3.1元),10,6.3,3.7,主力合约,2026-03-16 22:35:16.562,2026-03-16 22:35:25.654
上海期货交易所,螺纹钢2606,rb2606,3140.0,3359.0,2920.0,9.0,9.0,2826.0,2e-05,0.2/万分之 (0.6元),2e-05,0.2/万分之 (0.6元),2e-05,0.2/万分之 (0.6元),10,1.3,8.7,,2026-03-16 22:35:16.562,2026-03-16 22:35:25.654
上海期货交易所,螺纹钢2607,rb2607,3154.0,3374.0,2933.0,9.0,9.0,2838.6,2e-05,0.2/万分之 (0.6元),2e-05,0.2/万分之 (0.6元),2e-05,0.2/万分之 (0.6元),10,1.3,8.7,,2026-03-16 22:35:16.562,2026-03-16 22:35:25.654
上海期货交易所,螺纹钢2608,rb2608,3159.0,3380.0,2937.0,9.0,9.0,2843.1,2e-05,0.2/万分之 (0.6元),2e-05,0.2/万分之 (0.6元),2e-05,0.2/万分之 (0.6元),10,1.3,8.7,,2026-03-16 22:35:16.562,2026-03-16 22:35:25.654
上海期货交易所,螺纹钢2609,rb2609,3162.0,3383.0,2940.0,9.0,9.0,2845.8,2e-05,0.2/万分之 (0.6元),2e-05,0.2/万分之 (0.6元),2e-05,0.2/万分之 (0.6元),10,1.3,8.7,,2026-03-16 22:35:16.562,2026-03-16 22:35:25.654
上海期货交易所,螺纹钢2610,rb2610,3160.0,3381.0,2938.0,9.0,9.0,2844.0,0.0001,1/万分之 (3.2元),0.0001,1/万分之 (3.2元),0.0001,1/万分之 (3.2元),10,6.3,3.7,,2026-03-16 22:35:16.562,2026-03-16 22:35:25.654
上海期货交易所,螺纹钢2611,rb2611,3177.0,3399.0,2954.0,9.0,9.0,2859.3,2e-05,0.2/万分之 (0.6元),2e-05,0.2/万分之 (0.6元),2e-05,0.2/万分之 (0.6元),10,1.3,8.7,,2026-03-16 22:35:16.562,2026-03-16 22:35:25.654
上海期货交易所,螺纹钢2612,rb2612,3190.0,3413.0,2966.0,9.0,9.0,2871.0,2e-05,0.2/万分之 (0.6元),2e-05,0.2/万分之 (0.6元),2e-05,0.2/万分之 (0.6元),10,1.3,8.7,,2026-03-16 22:35:16.562,2026-03-16 22:35:25.654
上海期货交易所,螺纹钢2701,rb2701,3188.0,3411.0,2964.0,9.0,9.0,2869.2,0.0001,1/万分之 (3.2元),0.0001,1/万分之 (3.2元),0.0001,1/万分之 (3.2元),10,6.4,3.6,,2026-03-16 22:35:16.562,2026-03-16 22:35:25.654
上海期货交易所,螺纹钢2702,rb2702,3199.0,3422.0,2975.0,9.0,9.0,2879.1,2e-05,0.2/万分之 (0.6元),2e-05,0.2/万分之 (0.6元),2e-05,0.2/万分之 (0.6元),10,1.3,8.7,,2026-03-16 22:35:16.562,2026-03-16 22:35:25.654
上海期货交易所,热卷2603,hc2603,3285.0,3514.0,3055.0,20.0,20.0,6570.0,0.0001,1/万分之 (3.3元),0.0001,1/万分之 (3.3元),0.0001,1/万分之 (3.3元),10,6.6,3.4,,2026-03-16 22:35:16.562,2026-03-16 22:35:25.654
上海期货交易所,热卷2604,hc2604,3285.0,3514.0,3055.0,10.0,10.0,3285.0,0.0001,1/万分之 (3.3元),0.0001,1/万分之 (3.3元),0.0001,1/万分之 (3.3元),10,6.6,3.4,,2026-03-16 22:35:16.562,2026-03-16 22:35:25.654
上海期货交易所,热卷2605,hc2605,3294.0,3524.0,3063.0,9.0,9.0,2964.6,0.0001,1/万分之 (3.3元),0.0001,1/万分之 (3.3元),0.0001,1/万分之 (3.3元),10,6.6,3.4,主力合约,2026-03-16 22:35:16.562,2026-03-16 22:35:25.654
上海期货交易所,热卷2606,hc2606,3299.0,3529.0,3068.0,9.0,9.0,2969.1,2e-05,0.2/万分之 (0.7元),2e-05,0.2/万分之 (0.7元),2e-05,0.2/万分之 (0.7元),10,1.3,8.7,,2026-03-16 22:35:16.562,2026-03-16 22:35:25.654
上海期货交易所,热卷2607,hc2607,3305.0,3536.0,3073.0,9.0,9.0,2974.5,2e-05,0.2/万分之 (0.7元),2e-05,0.2/万分之 (0.7元),2e-05,0.2/万分之 (0.7元),10,1.3,8.7,,2026-03-16 22:35:16.562,2026-03-16 22:35:25.654
上海期货交易所,热卷2608,hc2608,3297.0,3527.0,3066.0,9.0,9.0,2967.3,2e-05,0.2/万分之 (0.7元),2e-05,0.2/万分之 (0.7元),2e-05,0.2/万分之 (0.7元),10,1.3,8.7,,2026-03-16 22:35:16.562,2026-03-16 22:35:25.654
上海期货交易所,热卷2609,hc2609,3306.0,3537.0,3074.0,9.0,9.0,2975.4,2e-05,0.2/万分之 (0.7元),2e-05,0.2/万分之 (0.7元),2e-05,0.2/万分之 (0.7元),10,1.3,8.7,,2026-03-16 22:35:16.562,2026-03-16 22:35:25.654
上海期货交易所,热卷2610,hc2610,3300.0,3531.0,3069.0,9.0,9.0,2970.0,0.0001,1/万分之 (3.3元),0.0001,1/万分之 (3.3元),0.0001,1/万分之 (3.3元),10,6.6,3.4,,2026-03-16 22:35:16.562,2026-03-16 22:35:25.654
上海期货交易所,热卷2611,hc2611,3307.0,3538.0,3075.0,9.0,9.0,2976.3,2e-05,0.2/万分之 (0.7元),2e-05,0.2/万分之 (0.7元),2e-05,0.2/万分之 (0.7元),10,1.3,8.7,,2026-03-16 22:35:16.562,2026-03-16 22:35:25.654
上海期货交易所,热卷2612,hc2612,3317.0,3549.0,3084.0,9.0,9.0,2985.3,2e-05,0.2/万分之 (0.7元),2e-05,0.2/万分之 (0.7元),2e-05,0.2/万分之 (0.7元),10,1.3,8.7,,2026-03-16 22:35:16.562,2026-03-16 22:35:25.654
上海期货交易所,热卷2701,hc2701,3316.0,3548.0,3083.0,9.0,9.0,2984.4,0.0001,1/万分之 (3.3元),0.0001,1/万分之 (3.3元),0.0001,1/万分之 (3.3元),10,6.6,3.4,,2026-03-16 22:35:16.562,2026-03-16 22:35:25.654
上海期货交易所,热卷2702,hc2702,3328.0,3560.0,3095.0,9.0,9.0,2995.2,2e-05,0.2/万分之 (0.7元),2e-05,0.2/万分之 (0.7元),2e-05,0.2/万分之 (0.7元),10,1.3,8.7,,2026-03-16 22:35:16.562,2026-03-16 22:35:25.654
上海期货交易所,沥青2603,bu2603,3738.0,4186.0,3289.0,20.0,20.0,7476.0,5e-05,0.5/万分之 (1.9元),5e-05,0.5/万分之 (1.9元),0.0,0/万分之 (0元),10,1.9,8.1,,2026-03-16 22:35:16.562,2026-03-16 22:35:25.654
上海期货交易所,沥青2606,bu2606,4334.0,4854.0,3813.0,14.0,14.0,6067.6,5e-05,0.5/万分之 (2.2元),5e-05,0.5/万分之 (2.2元),0.0,0/万分之 (0元),10,2.2,7.8,主力合约,2026-03-16 22:35:16.562,2026-03-16 22:35:25.654
上海期货交易所,沥青2609,bu2609,4024.0,4506.0,3541.0,14.0,14.0,5633.6,5e-05,0.5/万分之 (2元),5e-05,0.5/万分之 (2元),0.0,0/万分之 (0元),10,2.0,8.0,,2026-03-16 22:35:16.562,2026-03-16 22:35:25.654
上海期货交易所,沥青2612,bu2612,3593.0,4024.0,3161.0,14.0,14.0,5030.2,5e-05,0.5/万分之 (1.8元),5e-05,0.5/万分之 (1.8元),0.0,0/万分之 (0元),10,1.8,8.2,,2026-03-16 22:35:16.562,2026-03-16 22:35:25.654
上海期货交易所,沥青2703,bu2703,3504.0,3924.0,3083.0,14.0,14.0,4905.6,5e-05,0.5/万分之 (1.8元),5e-05,0.5/万分之 (1.8元),0.0,0/万分之 (0元),10,1.8,8.2,,2026-03-16 22:35:16.562,2026-03-16 22:35:25.654
上海期货交易所,沥青2604,bu2604,4328.0,4847.0,3808.0,14.0,14.0,6059.2,5e-05,0.5/万分之 (2.2元),5e-05,0.5/万分之 (2.2元),0.0,0/万分之 (0元),10,2.2,7.8,,2026-03-16 22:35:16.562,2026-03-16 22:35:25.654
上海期货交易所,沥青2605,bu2605,4315.0,4832.0,3797.0,14.0,14.0,6041.0,5e-05,0.5/万分之 (2.2元),5e-05,0.5/万分之 (2.2元),0.0,0/万分之 (0元),10,2.2,7.8,,2026-03-16 22:35:16.562,2026-03-16 22:35:25.654
上海期货交易所,沥青2706,bu2706,3513.0,3934.0,3091.0,14.0,14.0,4918.2,5e-05,0.5/万分之 (1.8元),5e-05,0.5/万分之 (1.8元),0.0,0/万分之 (0元),10,1.8,8.2,,2026-03-16 22:35:16.562,2026-03-16 22:35:25.654
上海期货交易所,沥青2607,bu2607,4183.0,4684.0,3681.0,14.0,14.0,5856.2,5e-05,0.5/万分之 (2.1元),5e-05,0.5/万分之 (2.1元),0.0,0/万分之 (0元),10,2.1,7.9,,2026-03-16 22:35:16.562,2026-03-16 22:35:25.654
上海期货交易所,沥青2608,bu2608,4110.0,4603.0,3616.0,14.0,14.0,5754.0,5e-05,0.5/万分之 (2.1元),5e-05,0.5/万分之 (2.1元),0.0,0/万分之 (0元),10,2.1,7.9,,2026-03-16 22:35:16.562,2026-03-16 22:35:25.654
上海期货交易所,沥青2709,bu2709,3519.0,3941.0,3096.0,14.0,14.0,4926.6,5e-05,0.5/万分之 (1.8元),5e-05,0.5/万分之 (1.8元),0.0,0/万分之 (0元),10,1.8,8.2,,2026-03-16 22:35:16.562,2026-03-16 22:35:25.654
上海期货交易所,沥青2610,bu2610,3911.0,4380.0,3441.0,14.0,14.0,5475.4,5e-05,0.5/万分之 (2元),5e-05,0.5/万分之 (2元),0.0,0/万分之 (0元),10,2.0,8.0,,2026-03-16 22:35:16.562,2026-03-16 22:35:25.654
上海期货交易所,沥青2611,bu2611,3786.0,4240.0,3331.0,14.0,14.0,5300.4,5e-05,0.5/万分之 (1.9元),5e-05,0.5/万分之 (1.9元),0.0,0/万分之 (0元),10,1.9,8.1,,2026-03-16 22:35:16.562,2026-03-16 22:35:25.654
上海期货交易所,沥青2712,bu2712,3521.0,3943.0,3098.0,14.0,14.0,4929.4,5e-05,0.5/万分之 (1.8元),5e-05,0.5/万分之 (1.8元),0.0,0/万分之 (0元),10,1.8,8.2,,2026-03-16 22:35:16.562,2026-03-16 22:35:25.654
上海期货交易所,沥青2701,bu2701,3529.0,3952.0,3105.0,14.0,14.0,4940.6,5e-05,0.5/万分之 (1.8元),5e-05,0.5/万分之 (1.8元),0.0,0/万分之 (0元),10,1.8,8.2,,2026-03-16 22:35:16.562,2026-03-16 22:35:25.654
上海期货交易所,沥青2702,bu2702,3522.0,3944.0,3099.0,14.0,14.0,4930.8,5e-05,0.5/万分之 (1.8元),5e-05,0.5/万分之 (1.8元),0.0,0/万分之 (0元),10,1.8,8.2,,2026-03-16 22:35:16.562,2026-03-16 22:35:25.654
上海期货交易所,燃油2604,fu2604,4917.0,5900.0,3933.0,22.0,22.0,10817.4,0.0001,1/万分之 (4.9元),0.0001,1/万分之 (4.9元),0.0003,3/万分之 (14.8元),10,19.7,-9.7,,2026-03-16 22:35:16.562,2026-03-16 22:35:25.654
上海期货交易所,燃油2605,fu2605,4790.0,5748.0,3832.0,22.0,22.0,10538.0,0.0001,1/万分之 (4.8元),0.0001,1/万分之 (4.8元),0.0003,3/万分之 (14.4元),10,19.2,-9.2,主力合约,2026-03-16 22:35:16.562,2026-03-16 22:35:25.654
上海期货交易所,燃油2606,fu2606,4451.0,5341.0,3560.0,22.0,22.0,9792.2,0.0001,1/万分之 (4.5元),0.0001,1/万分之 (4.5元),0.0003,3/万分之 (13.4元),10,17.8,-7.8,,2026-03-16 22:35:16.562,2026-03-16 22:35:25.654
上海期货交易所,燃油2607,fu2607,4297.0,5156.0,3437.0,22.0,22.0,9453.4,0.0001,1/万分之 (4.3元),0.0001,1/万分之 (4.3元),0.0003,3/万分之 (12.9元),10,17.2,-7.2,,2026-03-16 22:35:16.562,2026-03-16 22:35:25.654
上海期货交易所,燃油2608,fu2608,4176.0,5011.0,3340.0,22.0,22.0,9187.2,0.0001,1/万分之 (4.2元),0.0001,1/万分之 (4.2元),0.0003,3/万分之 (12.5元),10,16.7,-6.7,,2026-03-16 22:35:16.562,2026-03-16 22:35:25.654
上海期货交易所,燃油2609,fu2609,4029.0,4834.0,3223.0,22.0,22.0,8863.8,0.0001,1/万分之 (4元),0.0001,1/万分之 (4元),0.0003,3/万分之 (12.1元),10,16.1,-6.1,,2026-03-16 22:35:16.562,2026-03-16 22:35:25.654
上海期货交易所,燃油2610,fu2610,3964.0,4756.0,3171.0,22.0,22.0,8720.8,0.0001,1/万分之 (4元),0.0001,1/万分之 (4元),0.0003,3/万分之 (11.9元),10,15.9,-5.9,,2026-03-16 22:35:16.562,2026-03-16 22:35:25.654
上海期货交易所,燃油2611,fu2611,3908.0,4689.0,3126.0,22.0,22.0,8597.6,0.0001,1/万分之 (3.9元),0.0001,1/万分之 (3.9元),0.0003,3/万分之 (11.7元),10,15.6,-5.6,,2026-03-16 22:35:16.562,2026-03-16 22:35:25.654
上海期货交易所,燃油2612,fu2612,3832.0,4598.0,3065.0,22.0,22.0,8430.4,0.0001,1/万分之 (3.8元),0.0001,1/万分之 (3.8元),0.0003,3/万分之 (11.5元),10,15.3,-5.3,,2026-03-16 22:35:16.562,2026-03-16 22:35:25.654
上海期货交易所,燃油2701,fu2701,3774.0,4528.0,3019.0,22.0,22.0,8302.8,0.0001,1/万分之 (3.8元),0.0001,1/万分之 (3.8元),0.0003,3/万分之 (11.3元),10,15.1,-5.1,,2026-03-16 22:35:16.562,2026-03-16 22:35:25.654
上海期货交易所,燃油2702,fu2702,3735.0,4482.0,2988.0,22.0,22.0,8217.0,0.0001,1/万分之 (3.7元),0.0001,1/万分之 (3.7元),0.0003,3/万分之 (11.2元),10,14.9,-4.9,,2026-03-16 22:35:16.562,2026-03-16 22:35:25.654
上海期货交易所,燃油2703,fu2703,3698.0,4437.0,2958.0,22.0,22.0,8135.6,0.0001,1/万分之 (3.7元),0.0001,1/万分之 (3.7元),0.0003,3/万分之 (11.1元),10,14.8,-4.8,,2026-03-16 22:35:16.562,2026-03-16 22:35:25.654
上海期货交易所,合成橡胶2603,br2603,15825.0,17720.0,13925.0,20.0,20.0,15825.0,2e-05,0.2/万分之 (1.6元),2e-05,0.2/万分之 (1.6元),2e-05,0.2/万分之 (1.6元),25,3.2,21.8,,2026-03-16 22:35:16.562,2026-03-16 22:35:25.654
上海期货交易所,合成橡胶2604,br2604,15805.0,17700.0,13905.0,14.0,14.0,11063.5,2e-05,0.2/万分之 (1.6元),2e-05,0.2/万分之 (1.6元),2e-05,0.2/万分之 (1.6元),25,3.2,21.8,,2026-03-16 22:35:16.562,2026-03-16 22:35:25.654
上海期货交易所,合成橡胶2605,br2605,15785.0,17675.0,13890.0,14.0,14.0,11049.5,2e-05,0.2/万分之 (1.6元),2e-05,0.2/万分之 (1.6元),2e-05,0.2/万分之 (1.6元),25,3.2,21.8,主力合约,2026-03-16 22:35:16.562,2026-03-16 22:35:25.654
上海期货交易所,合成橡胶2606,br2606,15540.0,17400.0,13675.0,14.0,14.0,10878.0,2e-05,0.2/万分之 (1.6元),2e-05,0.2/万分之 (1.6元),2e-05,0.2/万分之 (1.6元),25,3.1,21.9,,2026-03-16 22:35:16.562,2026-03-16 22:35:25.654
上海期货交易所,合成橡胶2607,br2607,15550.0,17415.0,13680.0,14.0,14.0,10885.0,2e-05,0.2/万分之 (1.6元),2e-05,0.2/万分之 (1.6元),2e-05,0.2/万分之 (1.6元),25,3.1,21.9,,2026-03-16 22:35:16.562,2026-03-16 22:35:25.654
上海期货交易所,合成橡胶2608,br2608,15310.0,17145.0,13470.0,14.0,14.0,10717.0,2e-05,0.2/万分之 (1.5元),2e-05,0.2/万分之 (1.5元),2e-05,0.2/万分之 (1.5元),25,3.1,21.9,,2026-03-16 22:35:16.562,2026-03-16 22:35:25.654
上海期货交易所,合成橡胶2609,br2609,14990.0,16785.0,13190.0,14.0,14.0,10493.0,2e-05,0.2/万分之 (1.5元),2e-05,0.2/万分之 (1.5元),2e-05,0.2/万分之 (1.5元),25,3.0,22.0,,2026-03-16 22:35:16.562,2026-03-16 22:35:25.654
上海期货交易所,合成橡胶2610,br2610,14940.0,16730.0,13145.0,14.0,14.0,10458.0,2e-05,0.2/万分之 (1.5元),2e-05,0.2/万分之 (1.5元),2e-05,0.2/万分之 (1.5元),25,3.0,22.0,,2026-03-16 22:35:16.562,2026-03-16 22:35:25.654
上海期货交易所,合成橡胶2611,br2611,14905.0,16690.0,13115.0,14.0,14.0,10433.5,2e-05,0.2/万分之 (1.5元),2e-05,0.2/万分之 (1.5元),2e-05,0.2/万分之 (1.5元),25,3.0,22.0,,2026-03-16 22:35:16.562,2026-03-16 22:35:25.654
上海期货交易所,合成橡胶2612,br2612,14870.0,16650.0,13085.0,14.0,14.0,10409.0,2e-05,0.2/万分之 (1.5元),2e-05,0.2/万分之 (1.5元),2e-05,0.2/万分之 (1.5元),25,3.0,22.0,,2026-03-16 22:35:16.562,2026-03-16 22:35:25.654
上海期货交易所,合成橡胶2701,br2701,14405.0,16130.0,12675.0,14.0,14.0,10083.5,2e-05,0.2/万分之 (1.4元),2e-05,0.2/万分之 (1.4元),2e-05,0.2/万分之 (1.4元),25,2.9,22.1,,2026-03-16 22:35:16.562,2026-03-16 22:35:25.654
上海期货交易所,合成橡胶2702,br2702,14325.0,16040.0,12605.0,14.0,14.0,10027.5,2e-05,0.2/万分之 (1.4元),2e-05,0.2/万分之 (1.4元),2e-05,0.2/万分之 (1.4元),25,2.9,22.1,,2026-03-16 22:35:16.562,2026-03-16 22:35:25.654
上海期货交易所,橡胶2603,ru2603,17010.0,18540.0,15475.0,20.0,20.0,34020.0,,3,,3,,0,50,3.0,47.0,,2026-03-16 22:35:16.562,2026-03-16 22:35:25.654
上海期货交易所,橡胶2604,ru2604,16875.0,18390.0,15355.0,11.0,11.0,18562.5,,3,,3,,0,50,3.0,47.0,,2026-03-16 22:35:16.562,2026-03-16 22:35:25.654
上海期货交易所,橡胶2605,ru2605,16835.0,18350.0,15315.0,11.0,11.0,18518.5,,3,,3,,0,50,3.0,47.0,主力合约,2026-03-16 22:35:16.562,2026-03-16 22:35:25.654
上海期货交易所,橡胶2606,ru2606,16825.0,18335.0,15310.0,11.0,11.0,18507.5,,3,,3,,0,50,3.0,47.0,,2026-03-16 22:35:16.562,2026-03-16 22:35:25.654
上海期货交易所,橡胶2607,ru2607,16785.0,18295.0,15270.0,11.0,11.0,18463.5,,3,,3,,0,50,3.0,47.0,,2026-03-16 22:35:16.562,2026-03-16 22:35:25.654
上海期货交易所,橡胶2608,ru2608,16810.0,18320.0,15295.0,11.0,11.0,18491.0,,3,,3,,0,50,3.0,47.0,,2026-03-16 22:35:16.562,2026-03-16 22:35:25.654
上海期货交易所,橡胶2609,ru2609,16745.0,18250.0,15235.0,11.0,11.0,18419.5,,3,,3,,0,50,3.0,47.0,,2026-03-16 22:35:16.562,2026-03-16 22:35:25.654
上海期货交易所,橡胶2610,ru2610,16720.0,18220.0,15215.0,11.0,11.0,18392.0,,3,,3,,0,50,3.0,47.0,,2026-03-16 22:35:16.562,2026-03-16 22:35:25.654
