合约标的代码,合约标的名称,合约数量,总成交额,总成交量,认购成交量,认沽成交量,认沽/认购,未平仓合约总数,未平仓认购合约数,未平仓认沽合约数,交易日
510050,上证50ETF华夏,92,32638,638683,392557,246126,62.7,1280354,770298,510056,2026-07-27
510300,沪深300ETF华泰柏瑞,102,51260,576598,298628,277970,93.08,1074316,599390,474926,2026-07-27
510500,中证500ETF南方,178,234622,1358969,694616,664353,95.64,1296820,636800,660020,2026-07-27
588000,科创50ETF华夏,172,171305,1861290,949900,911390,95.95,2219882,1091874,1128008,2026-07-27
588080,科创50ETF易方达,164,17957,199214,104857,94357,89.99,422001,219508,202493,2026-07-27
