合约标的代码,合约标的名称,成交量,认购成交量,认沽成交量,认沽/认购持仓比,未平仓合约总数,未平仓认购合约数,未平仓认沽合约数,交易日
159901,深证100ETF易方达,161588,95229,66359,73.11,92396,53375,39021,2026-05-21
159915,创业板ETF易方达,3141880,1734615,1407265,109.51,1741459,831188,910271,2026-05-21
159919,沪深300ETF嘉实,177878,97083,80795,67.96,221506,131877,89629,2026-05-21
159922,中证500ETF嘉实,387650,206364,181286,60.5,363401,226412,136989,2026-05-21
