合约标的代码,合约标的名称,成交量,认购成交量,认沽成交量,认沽/认购持仓比,未平仓合约总数,未平仓认购合约数,未平仓认沽合约数,交易日
159901,深证100ETF易方达,54847,31926,22921,140.71,103331,42927,60404,2026-03-17
159915,创业板ETF易方达,1935723,856922,1078801,118.11,1458760,668820,789940,2026-03-17
159919,沪深300ETF嘉实,158034,78202,79832,83.63,241284,131398,109886,2026-03-17
159922,中证500ETF嘉实,314880,147801,167079,79.05,393682,219870,173812,2026-03-17
