合约标的代码,合约标的名称,合约数量,总成交额,总成交量,认购成交量,认沽成交量,认沽/认购,未平仓合约总数,未平仓认购合约数,未平仓认沽合约数,交易日
510050,上证50ETF华夏,94,31032,608047,370685,237362,64.03,1407014,853194,553820,2026-07-31
510300,沪深300ETF华泰柏瑞,104,72473,805521,456480,349041,76.46,1158677,676258,482419,2026-07-31
510500,中证500ETF南方,186,321447,1789615,970202,819413,84.46,1484104,781791,702313,2026-07-31
588000,科创50ETF华夏,188,233359,2784845,1468138,1316707,89.69,2630688,1418663,1212025,2026-07-31
588080,科创50ETF易方达,180,24027,340132,183753,156379,85.1,488706,273489,215217,2026-07-31
