合约标的代码,合约标的名称,合约数量,总成交额,总成交量,认购成交量,认沽成交量,认沽/认购,未平仓合约总数,未平仓认购合约数,未平仓认沽合约数,交易日
510050,上证50ETF华夏,122,30165,760354,419741,340613,81.15,1828592,1144035,684557,2026-06-11
510300,沪深300ETF华泰柏瑞,132,69180,1393381,705335,688046,97.55,1375274,795009,580265,2026-06-11
510500,中证500ETF南方,140,218003,1885195,888455,996740,112.19,1450536,706085,744451,2026-06-11
588000,科创50ETF华夏,158,122400,3188625,1184368,2004257,169.23,2669843,1240629,1429214,2026-06-11
588080,科创50ETF易方达,154,16241,391928,193577,198351,102.47,596608,293044,303564,2026-06-11
