合约标的代码,合约标的名称,成交量,认购成交量,认沽成交量,认沽/认购持仓比,未平仓合约总数,未平仓认购合约数,未平仓认沽合约数,交易日
159901,深证100ETF易方达,101039,52148,48891,67.79,85290,50830,34460,2026-05-20
159915,创业板ETF易方达,1862859,1058841,804018,116.79,1778519,820371,958148,2026-05-20
159919,沪深300ETF嘉实,133941,65461,68480,66.54,216742,130144,86598,2026-05-20
159922,中证500ETF嘉实,255914,135007,120907,62.12,361645,223069,138576,2026-05-20
