合约标的代码,合约标的名称,合约数量,总成交额,总成交量,认购成交量,认沽成交量,认沽/认购,未平仓合约总数,未平仓认购合约数,未平仓认沽合约数,交易日
510050,上证50ETF华夏,94,17629,552484,313471,239013,76.25,1661098,999208,661890,2026-08-21
510300,沪深300ETF华泰柏瑞,104,37784,674795,344883,329912,95.66,1229738,685388,544350,2026-08-21
510500,中证500ETF南方,190,179316,1699776,876466,823310,93.94,1589592,797465,792127,2026-08-21
588000,科创50ETF华夏,188,88094,2148714,1013847,1134867,111.94,3009452,1619877,1389575,2026-08-21
588080,科创50ETF易方达,180,9355,266334,117516,148818,126.64,667019,356609,310410,2026-08-21
