合约标的代码,合约标的名称,合约数量,总成交额,总成交量,认购成交量,认沽成交量,认沽/认购,未平仓合约总数,未平仓认购合约数,未平仓认沽合约数,交易日
510050,上证50ETF华夏,120,54119,1296819,720954,575865,79.88,1255353,782705,472648,2026-05-27
510300,沪深300ETF华泰柏瑞,136,80720,1307502,709607,597895,84.26,974090,551432,422658,2026-05-27
510500,中证500ETF南方,144,314651,2159390,963495,1195895,124.12,1112081,536351,575730,2026-05-27
588000,科创50ETF华夏,176,195677,3352991,1646707,1706284,103.62,1901828,840007,1061821,2026-05-27
588080,科创50ETF易方达,170,29815,606775,299471,307304,102.62,399259,185495,213764,2026-05-27
