合约标的代码,合约标的名称,合约数量,总成交额,总成交量,认购成交量,认沽成交量,认沽/认购,未平仓合约总数,未平仓认购合约数,未平仓认沽合约数,交易日
510050,上证50ETF华夏,124,30863,860028,519025,341003,65.7,1332970,743143,589827,2026-04-10
510300,沪深300ETF华泰柏瑞,124,66295,1313118,795064,518054,65.16,1231018,670966,560052,2026-04-10
510500,中证500ETF南方,136,235169,2159224,1144413,1014811,88.68,1379683,666232,713451,2026-04-10
588000,科创50ETF华夏,116,43483,1334696,785251,549445,69.97,1844645,1018489,826156,2026-04-10
588080,科创50ETF易方达,108,6283,248059,154368,93691,60.69,438216,260713,177503,2026-04-10
