合约标的代码,合约标的名称,合约数量,总成交额,总成交量,认购成交量,认沽成交量,认沽/认购,未平仓合约总数,未平仓认购合约数,未平仓认沽合约数,交易日
510050,上证50ETF华夏,118,34184,896305,556767,339538,60.98,1568833,979822,589011,2026-06-02
510300,沪深300ETF华泰柏瑞,124,69945,1172600,614691,557909,90.76,1199829,652867,546962,2026-06-02
510500,中证500ETF南方,136,248653,1707946,734384,973562,132.57,1350204,649075,701129,2026-06-02
588000,科创50ETF华夏,156,144286,2612704,1102438,1510266,136.99,2332291,1121959,1210332,2026-06-02
588080,科创50ETF易方达,152,27930,476863,196604,280259,142.55,501100,250403,250697,2026-06-02
