合约标的代码,合约标的名称,成交量,认购成交量,认沽成交量,认沽/认购持仓比,未平仓合约总数,未平仓认购合约数,未平仓认沽合约数,交易日
159901,深证100ETF易方达,36525,16826,19699,78.57,49775,27875,21900,2026-04-01
159915,创业板ETF易方达,1099602,551404,548198,95.8,1142466,583498,558968,2026-04-01
159919,沪深300ETF嘉实,105537,54092,51445,57.61,191982,121807,70175,2026-04-01
159922,中证500ETF嘉实,223039,116726,106313,67.64,305759,182385,123374,2026-04-01
