合约标的代码,合约标的名称,成交量,认购成交量,认沽成交量,认沽/认购持仓比,未平仓合约总数,未平仓认购合约数,未平仓认沽合约数,交易日
159901,深证100ETF易方达,129742,88541,41201,60.36,77474,48314,29160,2026-07-17
159915,创业板ETF易方达,4555143,2403909,2151234,68.55,2056237,1219937,836300,2026-07-17
159919,沪深300ETF嘉实,413682,181376,232306,50.94,270842,179438,91404,2026-07-17
159922,中证500ETF嘉实,575029,311100,263929,48.5,396034,266681,129353,2026-07-17
