合约标的代码,合约标的名称,成交量,认购成交量,认沽成交量,认沽/认购持仓比,未平仓合约总数,未平仓认购合约数,未平仓认沽合约数,交易日
159901,深证100ETF易方达,83899,49504,34395,91.17,84599,44253,40346,2026-05-25
159915,创业板ETF易方达,2390402,1328792,1061610,135.37,1640486,696977,943509,2026-05-25
159919,沪深300ETF嘉实,155015,74109,80906,67.93,222580,132542,90038,2026-05-25
159922,中证500ETF嘉实,299238,178755,120483,68.5,372503,221074,151429,2026-05-25
