合约标的代码,合约标的名称,合约数量,总成交额,总成交量,认购成交量,认沽成交量,认沽/认购,未平仓合约总数,未平仓认购合约数,未平仓认沽合约数,交易日
510050,上证50ETF华夏,94,24244,784319,493309,291010,58.99,1670762,1009358,661404,2026-08-20
510300,沪深300ETF华泰柏瑞,104,43968,813939,460878,353061,76.61,1247473,703152,544321,2026-08-20
510500,中证500ETF南方,190,201718,1703433,888010,815423,91.83,1597048,808812,788236,2026-08-20
588000,科创50ETF华夏,188,117654,2677454,1313623,1363831,103.82,3002725,1628057,1374668,2026-08-20
588080,科创50ETF易方达,180,23050,662401,186687,475714,254.82,665950,355639,310311,2026-08-20
