合约标的代码,合约标的名称,成交量,认购成交量,认沽成交量,认沽/认购持仓比,未平仓合约总数,未平仓认购合约数,未平仓认沽合约数,交易日
159901,深证100ETF易方达,77452,41240,36212,74.7,51302,29366,21936,2026-07-28
159915,创业板ETF易方达,2333627,1136290,1197337,81.19,1610295,888744,721551,2026-07-28
159919,沪深300ETF嘉实,248661,123527,125134,51.02,217399,143953,73446,2026-07-28
159922,中证500ETF嘉实,259459,134041,125418,49.59,340222,227442,112780,2026-07-28
