合约标的代码,合约标的名称,合约数量,总成交额,总成交量,认购成交量,认沽成交量,认沽/认购,未平仓合约总数,未平仓认购合约数,未平仓认沽合约数,交易日
510050,上证50ETF华夏,122,40979,920538,529536,391002,73.84,1850225,1177130,673095,2026-06-09
510300,沪深300ETF华泰柏瑞,132,62524,1090578,536445,554133,103.3,1326070,753832,572238,2026-06-09
510500,中证500ETF南方,140,224935,1858062,963832,894230,92.78,1413758,682161,731597,2026-06-09
588000,科创50ETF华夏,158,125122,3590324,1203383,2386941,198.35,2556773,1212622,1344151,2026-06-09
588080,科创50ETF易方达,154,16035,481526,194977,286549,146.97,570817,283658,287159,2026-06-09
